Username;Comment;Time
@HaziqKamarul-o1s;Bang tolong rate film blood brother dari Malaysia;6 hari yang lalu
@lordbuzzerp;@hasanbermalam9680  7,5 itu mediocre! Blum bisa dikatakan bagus. Baru biasa aja!;6 hari yang lalu
@ajja_0223;kecewa bagian ini malah lu skip, krn mmg gw nungguin itu, untuk plot karena udah sering lihat review lu ttg film Bang Jokan jd diawal sebelum nonton gw mmg ngga berharap banyak ama plotnya, dan mmg bagian edwin terkepung dan semua kebetulan terutama diakhir itu ganggu gw banget, cuma yah lu biasanya review kalau ada minus pasti tetap ada plusnya, jadinya memang bagian cinematography, akting, set dll itu yang aslinya gw tunggu buat lu kupas detail, karena pas di awal nonton gw memang terkesima sama hal itu, apalagi akting omara yg jadi jefri, walau gw kesel mampus ama tuh anak, tapi keren banget, dan bahkan aktor2 pendukung lainnya, juga mau lu ngebacot 1 jam pun gw tetap bakalan nonton sampai selesai, gw udah biasa dengerin youtuber lain yg videonya diatas 20 menit;6 hari yang lalu (diedit)
@muh.syahrilangmaulana7508;​ @ramadhani0217 gw malah nunggu review Qodrat 2;6 hari yang lalu
@mulkhankamila;Gpp bg, semakin detail penjelasannya semakin 😋;6 hari yang lalu
@kevindisini7912;Bang kemarin aku gx sengaja papasan sama Abang cuma aku takut nyapa abang ntar dikira sok asik lagi. aku orang nya gx ngerti ngerti amat soal film jadi bingung kalo nyapa trs ngobrol. ntar apa yg mau di bahas hehe😅;6 hari yang lalu
@m_vara;​ @JehtBenben susah juga sih bro, edwin juga menuruti omongan kepala sekolah, yang dibilang jadi guru itu harus punya otoritas supaya ga ditindas sama murid. Guru mana yang diam dibacotin sama bocah sampe nglempar kayu kepapan tulis. Kata bang jokan difilm ini pada akhirnya gaada antagonis maupun protagonis. Karena ini semua kegagalan sistem. Sistem pendidikan,sistem ajaran orangtua di rumah,sistem rasial di masyarakat. Rumit. Edwin hasil produk kegagalan sistem masyarakat, sedangkan jefri hasil dari kegagalan orangtua dalam mendidik. Dan kawan kawan jefri itu hasil dari kegagalan sistem pendidikan.;5 hari yang lalu
@SamLevy-u2m;Bang bahas The Amateur film gila bagus;5 hari yang lalu
@imamnur3212;kok spoiler trus tur;5 hari yang lalu
@arianti22;"iyaa lagi kirain bakal ada pasukan besar apa gitu..lah kok di sekolahan 😂
i need more than this!!";5 hari yang lalu
@kristianadventiro;"klo menurit gw musik pagiku cerahku agak kurang di opening, gara"" agak kepanjangan jd kurang pas. sama ada beberapa suara yg kurang pas waktu adegan berantem";5 hari yang lalu
@shunonigiri2710;Tbh 7.5 is you being generous 😂;5 hari yang lalu
@hanafiputra6879;Indo emg mental setingan Bang😁, gw malah suka dengan film jadul indo;5 hari yang lalu
@lazyfellow2212;Edwin sma apa smp?;5 hari yang lalu
@christianaronputramartinus8420;Bang minta rekomendasi film horor indo yg bagus🫡;4 hari yang lalu
@ferryhumolungo7490;cair🤡;4 hari yang lalu
@rifkizidannugraha7840;BROO GAMAU REVIEW ADOLESCENE?;4 hari yang lalu
@wahyuwiranata207;Bang bahas trailer ballerina: from the world of john wick;3 hari yang lalu
@noblesse8190;bang untuk sinyal itukan emng udh dijelasin kalau sengaja sinyalnya dibikin susah disekolab itu biar murid²nya pada ga main hp terus;3 hari yang lalu
@rakhahanitamaputra8172;REVIEW ANIME YURU YURI🎉🎉🎉🎉;3 hari yang lalu
@ReskyAlhasan;Bang qodrat 2 kapan sih bang lama breeeeeeet;3 hari yang lalu
@Ilham-gp5bp;Tolong review filem Malaysia yg lepas Tahluk Lahad Datu;23 jam yang lalu
@riskamartin12;Sejujurnya pas nonton film ini kawanku gak ngerti alur film nya , dalam hati me too;20 jam yang lalu
@KhaleevPutrayusmana;Bahas kancil bang;21 jam yang lalu
@madedenindiawigunaprabawa2965;Bang ngelanyur bahas to be hero x dong bang bagus banget dari animasi, sama konsep ceritanya juga.;23 jam yang lalu
@unclehari;Bang bahas film terbarinya iko uwais;23 jam yang lalu
@dewiariati6263;Njelimet ..muara bikin film ujung2nya ya utk hiburan,mau realis atau surealis.....Top film ini...;1 hari yang lalu
@Mr.Radit_57;bang review film havoc , filmnya gareth evans;1 hari yang lalu
@mohamadamirul3843;Di Malaysia tengah hype Filem Blood brothers dari Astro Shaw. Nonton di Malaysia bro 😊;1 hari yang lalu
@AdrianAzizSantoso-gq7rw;"1:24 Saya kan Islam, jadi kalau mendengar kata ""bukit"" langsung kepada ingat Bukit Sinai di surat Q.S. At-Tin 95:2";1 hari yang lalu
@AdrianAzizSantoso-gq7rw;0:59 LOTR (Lord of the Rings) versi Indonesia, nih boss 😂🗿;1 hari yang lalu (diedit)
@DwiNatariani;bagi ak bagus bangeettt iniii aplagi karya anak bangsa Indonesia dan bagi ak lbh bagus ini dari pada siksa kubur yaa beda org beda pendapat😂😂😂;1 hari yang lalu
@yambuh3247;10:45 bu gurunya di foreshadow in klo dia gila sih, tp yaaaa gtu deh, diomongan mulut doang;1 hari yang lalu
@lukmanranso;Di awal udah bikin ekspektasi ceritanya bakal megah dengan setting kolosal, ribuan orang yang terlibat kerusuhan dengan kondisi dunia distopia yang khas. Tapi ternyata klimaksnya cuma sebatas di sekolah, dan pengepungan yg dilakukan oleh hanya beberapa orang yang melakukan bac0q2an dan b4kar2an;1 hari yang lalu
@Alu0909;"Gw abis nonton.. secra alur cerita .. ada bberapa scen yg ga perlu di tampilkan spt tiba2 kerusuhan dtg kesekolah dan para perusuh malah nyuri brang2 di skolah.. dan endingnya si jefri malah blm tau bhwa dia sbnanya ponakannya edwin.. malah udh end film nya.. hmm 
Tp gw akuin si jefri .. serem bgt sikopat";1 hari yang lalu
@umaranaksholeh;kenapa joko anwar ga bikin animasi thriller kayak happy tree friends?;1 hari yang lalu
@NendraPriandika;Bang timo review modal nekad bang sekarang udah ada di netflix;1 hari yang lalu
@zev1342;"Masalah sinyal krn ada sinyal scrambler Ko.

Kalau sy mengkritisi bbrp scene terutama terkait kondisi medis dan lainnya:
Sim(?) yg dibacok dan minta tolong, suaranya kurang haunting dan kurang deseperate utk kesakitan bacokan itu. Termasuk scene BBQ. 
Asumsi saya, ini pertama kalinya gank Jefri bakar orang. Tp tidak ada satupun dr mereka yg muntah/ mual atau stressed melihat manusia dibakar idup² di ruangan minim ventilasi. 
Termasuk akting Rangga saat kehilangan ayahnya. Distressnya kurang nggigit.

Anak yg disekap, seharusnya dia udah sempoyongan pas turun dr tangga, tapi dia masih bs turun dg agak normal. Masih bs ada lompatan kaya kita kalo turun tangga buru-buru. Pdhl dia abis dihantam membabi buta, lack of oxygen dan pastinya dehidrasi. Tp dia terlalu seger untuk kabur dg posisi seperti itu. 

Scene Jefri ketancep pisau, lalu ditarik, ketancep linggis lalu diatrik. Itu bakal ngrusak jaringan dan pembuluh darah, jd minimal bakal mantik blood loss yg banyak dan cepet.

Kita belum pernah tau sejarah kapasitas berantemnya Edwin. Tau² bs berantem aja. Menurutku di sini bs di touch up dikit dg ngasih back ground pengalaman Edwin berantem sebelum dia jd guru.
Krn pas SMA dia jg ga menunjukkan bakat anak yg bs berantem.


Just my 50 cents
Thank you!";1 hari yang lalu (diedit)
@galamandasari3347;"Gua kira film ini bakal bahas tentang sejarah bukit duri tanjakan yang ada gerwani nya
Eh ternyata bukan
Pasangan gua org asli bukit duri emang beneran kriminal orang2 sana katanya ckck";1 hari yang lalu
@FatihPutrayudha;Next hevoc bang;1 hari yang lalu
@janfarismajd7119;"Setelah nonton ini film memang berasa agak kurang, dan tervalidasi sama review ini.

Btw karena kayaknya belum ada yg point out, para security ini memang langsung kabur sebenernya udah di hint dari awal. Di awal mereka mau di suap pake rokok sama jefri and the gank. Padahal ini bisa dijadiin alasan security pergi dari pos, ya karena di suap lagi sama jefri and the gank, bukan pulang karena ada kerusuhan.";1 hari yang lalu
@Bellamalianurulfauzi223;Maaf mas audionya tolong di perbaiki lagi suara masnya kekecilan tapi suara clip filmnya kegedean;1 hari yang lalu
@IkanKerapuw;Review Sinner mana bang ?;1 hari yang lalu
@GeniDesta-tm8io;Bang bahas film HAVOC😅😅;1 hari yang lalu
@mr.want_oo55;Bang react keluang man trailer;1 hari yang lalu (diedit)
@ymphilipsymphilips119;"Anda salah.
Film ini masih ttg lanjutan pilpres krn jagoan si Jokan kalah.
Cuma dibubgkus dgn rapih.


Hati2 aja.
Saya cukup cuman nonton sekali,
Tapi jelas sekali  pesan yg disampaikan sama Jokan dan capres kalah yg didukungnya dlm film ini dan apa yg akan dilakukan grup mereka selanjutnya.

Si Jokan ini ingin mengingatkan mileneal yg belum lahir ketika 98 ttg what happened di 98 versi dia, krn  sebagian besar milleneal memilih capres yg menurut jokan dan grupnya bertanggung jawab atas 98 versi dia.

Jokan menjelma mnjd yop suprapto versi film.

Ini film politik";1 hari yang lalu (diedit)
@rehanzakiyyah1188;bg review Ivencible dong;1 hari yang lalu
@MUHAMMADLUQMANULHAKIMBINSHAHRI;Bang review blood brothers;1 hari yang lalu
@SYONAKIDJR;Reveiw flem mat kilau bang aku dari malaysia;2 hari yang lalu
@regadoyosi;"Nanggepin soal diana yang ceria di SMA yang ancur.

Aku pernah punya guru sosiologi baru di SMA. Dia sebelumnya ngajar di salah satu sekolah di Jogja yang terkenal isinya mahasiswa badung-sebadung-badungnya. Yang tumbuh besar di Jogja mungkin tahu yang aku maksud. Isunya, ini sekolah tu saking badungnya si anak-anak boleh ngeroko di kelas, parkir motor di dalem kelas, dll (aku sebut isu karena ga lihat dengan mata kepala sendiri). Nah guru sosiologiku ini posisinya mirip banget dengan Diana. Doi ga yang ceria sumringah hahahihi, tapi pembawaannya positif vibe dan lemah lembut. Ya walaupun mungkin ga sebiadab SMA Bukit Duri, tapi seengganya ada tipis-tipis representasi di dunia nyata.";2 hari yang lalu
@Ken-gv2oc;bg review muslihat;2 hari yang lalu
@dikarizki1872;Kemaren saya nonton dan itu sadis banget bagi saya sebenar nya mau nonton jumbo tpi ticket hbs jadi nonton ini;2 hari yang lalu (diedit)
@aahh8850;Hanya teori gw, soeharto meninggal 2008 secara realita kita, dan film ini mungkin terjadinya soeharto wafat tahun 2009 (agak lama umurnya karna soeharto mungkin ga ada tekanan post powernya seperti dunia realita kita jadi umurnya lebih lama) dan mungkin juga film ini adalah versi balkanisme dan kerusuhan apabila soeharto tidak diturunkan tahun 98 kaya alternative universe aja. Karena kerusuhan terjadi di film ini tahun 2009-2010.;2 hari yang lalu (diedit)
@daniedhan2396;Gambaran Konoha di masa mendatang yg sudah smakin gelap;2 hari yang lalu
@rizkyadji5287;Sumpah ekspektasi gw tentang film ini sama kaya lu bang, karna sblmnya nonton Video Youtube klo film ini kaya gambaran Distopia Indonesia di 2027. Setelah liat review ini jd males pengen nonton😂;2 hari yang lalu (diedit)
@HarmingBintik;"Seharusnya semua anak’ di area bukit adalah distrik penelitian ilmuwan gila di zaman Hitler. Yg menggunakan mesin waktunya dn hidup di bukit tersebut..
Ia meneliti zat khusus yg nantinya akan dibawa bersama ledakkan nuklir’ di setiap benua.
guna mempengaruhi emosi manusia’ sehingga tercipta kiamat..Agar bumi kembali ke setingan awal..
Setelah manusia hampir punah karena perang saudara.’ DNA Hitler dn seluruh pasukkan, akan diaktifkan kembali melalui manusia cloning yg baru..
Sehingga bumi, kembali dikuasai oleh nazi”..
Namun’ cerita belum berakhir, ada kelompok survivalis yg diam di doomsday bunker’ sudah mengetahui nubuatan dari seorang cenayang yg dianggap nabi’ yg sebenarnya adalah alien dari galaxy lain.. dst bersambung.. 😂";2 hari yang lalu (diedit)
@aginggergown6303;"GUE HABIS SELESAI NONTON FILMNYA DAN GUE BISA MATAHAIN BEBERAPA ARGUMENNYA BANG NGELANTUR. Ada beberapa Spoiler, you have been warned.

1. Positioning = bener memang ini film ini tuh jatohnya skenario what if, tapi what if yang perlu ditekankan di sini ini tuh ""Jikalau"" kebencian terhadap kaum Cina itu ga selesai di kerusuhan 1998 (2009 di filmnya), yang mana ngebawa kita ke skenario presentnya di tahun 2027 yang Indonesia bener-bener kepecah belah antara pribumi dan Cina. 

Jadi menurut gue, bisa dibilang film ini emang SUREALIS, karena gada sangkut pautnya sama dunia nyatanya kita dan pesan yang dimaksud nyampe. Ingat, penekanannya ada di ""What If Skenario"" dan bang Joko Anwarpun juga udah bilang kerusuhan 98 itu hanya inspirasinya aja dan ga dipake. 

2. Nyambung ke Satpam kabur = Menurut gue, ini harus di liat dari kacamata dua satpamnya itu. Gue ga ngomongin satpamnya, tapi logika berpikirnya mereka. 

Mereka hidup selama puluhan tahun di Indonesia yang kacau balau, Indonesia yang kepecah belah antara Cina dan Pribumi. Otak mereka pasti udah ke-set otomatis kalo udah ada kerusuhan ya pulang apalagi punya anak sama bini, gada babibu ngomong ini itu dulu baru pulang. 

3. Feminisme Bu Diana = mungkin bang ngelantur salah denger, (karna emang jujur satu kritikan gue di film ini adalah audionya, kadang linenya ga kedengeran), Jadi bukan Cewe ngikutin cowo yang buruk-buruknya aja, tapi yang dimaksud Bu Diana itu adalah cewe ngintilin yang baik-baiknya aja, yang jelek itu semuanya salah Cowo. 

Jadi, maksud dari line ini adalah sentilan Bang Joko Anwar kepada kaum-kaum perempuan yang standar ganda. Kalo misalnya menguntungkan buat mereka, bilangnya feminis, kalo misalnya merugikan, make alesan ""gUe KaN pErEmPuAn"". 

Kalo mau dihubungin ke Dorothy, yaaa kalo gue bisa bilang bang Ngelantur reaching sih, menurut gue Dorothy cuma udah capek aja sama kelakuan Jefri, and enough is enough.

4. Las dan Ventilasi = Menurut gue bang Joko Anwar ini udah berusaha menggambarkan gimana jalan pikiran dua kubu itu di suatu semenegangkan itu. Pertama; grup Edwin yang panik karena lagi diburu, kedua; grup Jefri yang lagi kesetanan. 

Buat grup Edwin, gue rasa di situasi panik kayak gitu bakal sulit untuk berpikir jernih secara instan, makanya butuh waktu buat berpikir gimana cara terbaik buat kabur dan ide-ide yang digagas diawal pun sampe gagal, karena yaa mereka tegang dan panik, sulit buat mikir di situasi yang genting. 

Buat grup Jefri, itu grup udah kesetanan dan perlu diingat, mereka ini ""MURID BUANGAN"", yang memang notabenenya kurang pintar, terbukti mereka yang sampe sempet dikadalin Edwin. Plus, grup Jefri itu semuanya followers semua, udah diulang berkali-kali di film itu mereka selalu ngomong ""RENCANA LU APA JEF ?"". Jadi emang mereka itu gada mikirnya, sampe akhirnya dipaksa mikir setelah ketakutan sama Jefrinya.

5. Sinyal ngga ada = Memang masih tetep bisa dianggap plot device, tapi masih bisa masuk diakal. Jadi di sini udah dijelasin di Sekolah Bukit Duri ini emang gada sinyal karena biar murid-murid ga bisa nyontek, sinyal Jammingnya itu ada di kantor sekuriti. Makanya pas Edwin kabur itu niatnya buat matiin sinyal jammingnya, tapi gagal, makanya balik lagi. Edwin baru dapet sinyal itu setelah dia keluar sekolah, makanya dia bisa liat videonya Jefri. Jadi semuanya udah tersusun, bukan kebetulan aja.

6. Kebetulan Countdown Bang Ngelantur = Warga tiba-tiba jadi masuk ke sekolah itu udah di foreshadowing sama bapaknya Rangga dan polisi yang lewat. Bapaknya Rangga udah ngomong kerusuhan udah deket, makanya dia mau jemput anaknya dari sekolah. Polisi yang lewat sekolah juga dipanggil buat back up karena kerusuhan udah menjalar kemana-mana.

Anak kecil yang nyelametin murid yang disekap itu pure cuma simbolis dari bang Joko Anwar, ""Seorang Anak Kecil Pribumi yang Ga Pandang Bulu Nyelametin Murid dari Ras Tiong Hoa"" dengan harapan circle of hatrednya bisa putus.

7. Aksi-aksi Brutal Jefri = Sebagai anak yang tumbuh di lingkungan yang sadis, terlebih sudah pernah membunuh, menurut gue masih masuk diakal Jefri bakal seekstrim itu. Gue pas nonton filmnya itu mencoba memahami mindset setiap karakternya dan si Jefri ini udah pernah ngebunuh, ibarat Macan yang udah pernah ngerasain Daging Manusia, jadinya brutal parah. Buat mencapai golnya, solusi-solusi yang dikasih Jefri itu yaa lewat kekerasan karena itu satu-satunya cara yang dia tau.

Selebihnya oke bang reviewnya. I am open for discussion";2 hari yang lalu
@ErikGinanjung-w5j;"bagian ketika si edwin terkepung sama geng jefri , sumpah faktap bgt bjir . kek pengen buru"" beres aja ni film dan cuman penasaran sama kenonakannya bakal ketemu ga . eh malah si jeftol yg ternyata keponakannya . walau emang udah rada ketebak sama gue plottwistnya , karna gw pikir ketika fim mau beres ni si edwin masih gelut sama si jefri . wkwk";2 hari yang lalu
@thariqramadani;"Cuman kurang setuju bagian sinyal doang sama yg ngeriview.. Bukannya dibilang kalau jaringan sengaja di putus biar anak"" Sekolah gak main internet.. Trus diakhir jaringan tiba-tiba ada krna ruangan satpam udah dijarah habis-habisan sama masyarakat rusuh...";2 hari yang lalu
@alibabachannel6204;Bang coba review film Until Down 🙏🏻;2 hari yang lalu
@thereljourney;gw salah anjr baru pertama kali nonton bioskop langsung liat ini 😢;2 hari yang lalu
@Atika-q2w;0:06 peak momen👏🔥;2 hari yang lalu
@hiburanaku6998;Film ini sudah ditulis sejak 2007, jadi tidak ada hubungannya dengan Pilpres;1 hari yang lalu
@ymphilipsymphilips119;Masa 😎;1 hari yang lalu (diedit)
@11aass;​ @hiburanaku6998  iya dia nulis udah tahun 2007, dari terinspirasi dari kejadian 98;1 hari yang lalu
@WkwkwkWkwkwk-m6w;sma mana kak yang pas di jogja?;1 hari yang lalu
@zev1342;Penasaran dab, SMA ndi iki?;1 hari yang lalu
