Username;Comment;Time
@iRaon7;nonton ini karna kangen anak anaknya pada pulang 😞🫠;4 bulan yang lalu
@EL_YAPPING;Durasi nya ngeremehin wifi gw;4 bulan yang lalu
@AbdulRauf-sr2id;Kanjut mendapatkan lingkungan yg tepat.;4 bulan yang lalu
@NaufalZain-bn8ur;bang upi di akhir video jutek bnget jir , badmood kahh? atau emang gtu?;4 bulan yang lalu
@PhytagorasPhosphophyllite-c4s;Astaghfirullah aku mau join hololive gen 4 loch😮😅😢🎉;5 bulan yang lalu
@Salsabila-pr5vr;Nael lu mirip lee dong wook waktu muda;5 bulan yang lalu
@Zyymlbb-312;Yg heboh kameranya jir wkwkwkwk;5 bulan yang lalu
@reihan835;kirain bg paropo jadi ke bromo bareng king ruckie;5 bulan yang lalu
@Unsleepist;kapan podcast/shift malam lg;5 bulan yang lalu
@ryhnlxa;Yeyyy🎉;5 bulan yang lalu
@acilgaming1168;Pendek amat kek skandal;5 bulan yang lalu (diedit)
@alaricalaricdaffaalvaro4348;si upi kaya lagi nemenin anak anak nya yang lagi main😂😂😂;5 bulan yang lalu
@rizkioktavian477;udh enek upi denger salah pasangan wkwk;5 bulan yang lalu
@bry6969.;Si nnael knapa gk bikin chanel yt ya;5 bulan yang lalu
@milkksh4ke;fulll ngakakkk asw;5 bulan yang lalu
@fathurrayyan7637;Asik cok dj nya 08:42;5 bulan yang lalu
@ZidanAbiankarizki;Yang baju merah di sebut el kucir aja bang;5 bulan yang lalu
@MuhammadRizki-w7t;"Itu pistol ""Kenapa aing pusing"" 😂😂😂😂";5 bulan yang lalu
@Kennn-q7v;Sama🤟;4 bulan yang lalu
@Riszz_223;cape kali naufal;4 bulan yang lalu
@MuhammadRezinurhakim;Parahyangan banyak bule bre;5 bulan yang lalu
@muhammaddzikrihakim1932;Next rmh hntu bg;5 bulan yang lalu
@Muhammadandika125;Gw nonton ini cuman liat idola gw nnail;5 bulan yang lalu
@foxie-louverz;alo;5 bulan yang lalu
@MuhammadRajib-ht7zn;yg komen banyakan di cliper disini komen nya sepi yaa;5 bulan yang lalu
@kayyyyyyy1;itu nazmi?;5 bulan yang lalu
@elinnime7631;seru bgt dah ni keluarga orang orangan halimawan;5 bulan yang lalu
@ngt48chill76;Ngebayangin kalo bulan puasa 2025 bakal rame banget nih kegiatan di rumah :)));5 bulan yang lalu
@Lukibasi;El nyair lain El ngusep;5 bulan yang lalu
@rr3vyi;kanjut all role sia;5 bulan yang lalu
@evanjiro498;Pake haircare jut rambut maneh keknya agak rusak gara gara di bleaching;5 bulan yang lalu
@rachma6697;seru bngt;5 bulan yang lalu
@jejaksitoke712;Kolab Ken v si nnael jeng si knjt;5 bulan yang lalu
@Anddd;""" ada rasa rokok, tapi mending ngerokok""";5 bulan yang lalu
@PutraTZY-cv1b;23.51 itu pistol apa ya aku mau beli soal nya bagus😮;5 bulan yang lalu
@Shafaaderu;momyy deyuullk;5 bulan yang lalu
@ami-bw4fc;LUCUU LUCUU BANGETT;5 bulan yang lalu
@cigarette_76;sering² nge vlog sir;5 bulan yang lalu
@Mixmeuppo35;celink jadi putih, alomani celink yang asli masi di studio lama;5 bulan yang lalu
@achmadmaulana3595;@luthfi halimawan  bg sudah liatlah nazmi viral dia sodorin tytydnya ke teman cowoknya 🤮🤮🤮;5 bulan yang lalu
@nayotamakenz4346;keenan;5 bulan yang lalu
@PutraTZY-cv1b;mainan apa bukan itu😅;5 bulan yang lalu
@gazhaimanalaufi6209;□;5 bulan yang lalu
@AB-ji6op;Y;5 bulan yang lalu
@Freyaamoba;papi dan papah🥰;5 bulan yang lalu
@njwndn_15;:_nyepong:;5 bulan yang lalu
@_ilal444;knjt el tembak;5 bulan yang lalu
@Alesando119;Lets go xxknjt next ninja ranger;5 bulan yang lalu
@supersuper9779;Bang undang zara adhisty;5 bulan yang lalu
@menanthea.;:_ksabar:;5 bulan yang lalu
@rabelsaputraa;vlog pada kaku kayak org kena todong😂😂😂, bg aku mau awoo;5 bulan yang lalu
@CELONwowkw;10:10;5 bulan yang lalu
@azmidivo242;Pake pistolnya jut buat ngebius 😂😂;5 bulan yang lalu
@Lerrt;Bang kapan main arknight ada wis adel;5 bulan yang lalu
@MohammadKikiRisqi;"20:28 mode kompe
20:50 el serok";5 bulan yang lalu (diedit)
@qiuls;Kumis nadhil ganggu beut;5 bulan yang lalu
@RevanJuliansyah-n5v;Ga ada fandik;5 bulan yang lalu
@dioadriansyah7283;300;5 bulan yang lalu
@nabeeyya;KURANG PANJANGGGG IH;5 bulan yang lalu
@andrewy_;mamatgunshop jir 😂;5 bulan yang lalu
@cat.ghost_;:_awo::_awo::_awo::_awo:;5 bulan yang lalu
@doesntin;el pistol;5 bulan yang lalu
@rizhan76;cara membership gmn weh;5 bulan yang lalu
@Ronironronnn;xxknjt aim palo kieuu;5 bulan yang lalu
@atmidneght;LUCU BT KEENAN NNAEL;5 bulan yang lalu
@Alfear_;Karna kamu anggap narl anak maka aku subrek kamu;5 bulan yang lalu
@indranugraha1410;15:42 scam;5 bulan yang lalu
@rycilll;karek apal sir v di Padalarang eung;5 bulan yang lalu
@ginzzen;kurang lama ling vlognyaa😭;5 bulan yang lalu
@MuhammadRidwan8;wkwkwkwk lucu banget tai;5 bulan yang lalu
@AlfianSnz;"""Ini kenapa Aing pusing""";5 bulan yang lalu
@rizkimlyna1269;finally🎉;5 bulan yang lalu
@neiru5349;sudah saatnya memasuki Arc KNJT;5 bulan yang lalu
@wedemboyss;menarik;5 bulan yang lalu
@ariaseptiawan1532;KANJUT ANYG LAWAK KALI🤣🤣;5 bulan yang lalu
@ElfiannBrb;Ini dimana info dong;5 bulan yang lalu
@weirdperson.00;Walawe;5 bulan yang lalu
@yfourn.1433;ini dikotabaru kah?;5 bulan yang lalu
@reyhanrasyid1312;ANJIRR KMAREN GAK NGEUH KLO NGEUH BISA FOTOO BANRENG NAELL;5 bulan yang lalu
@all_11361;sir v beda banget di off cam;5 bulan yang lalu
@RhyoWisnu;el police men;5 bulan yang lalu
@rifqi5307;PRANK CAREKAN SI KANJUT V;5 bulan yang lalu
@rzl281;in game kanjut di bully nadil, ril lep nadil yang di tembak tembakin jir 😭;5 bulan yang lalu (diedit)
@namjoonie4684;anjay elpistol;5 bulan yang lalu
@abilzhayandra12;Pasar malam ko datengnya siang;5 bulan yang lalu
@han3064;nnael aku fans kamu nnael PAHAM!;5 bulan yang lalu
@Frumbleam;Ajak nael carry ragul;5 bulan yang lalu
@MukcurMukcur;El tembak njir 😂;5 bulan yang lalu
@albiannzr;kapan kapan bareng gondrong bang;5 bulan yang lalu
@mrsatan6661;polisi gun coy;5 bulan yang lalu
@Mr.finnnn;Keluarga sakinah mawadah warahmah :_lope::_lope:;5 bulan yang lalu
@ekalestari4796;Anak kedua nya kok gk di ajak?;5 bulan yang lalu
@Finix-pz5og;Keluarga tidak terencana;5 bulan yang lalu
@RyanBatagor;AJAK XX GANG MAIN PROPNIGHT BG,PASTI SERU;5 bulan yang lalu
@relian8259;Info skincare lu ling 😂;5 bulan yang lalu
@feerya;Sir v ajak adek lu si gondrong, udah depresi bangt dia main game halu🤓☝️;5 bulan yang lalu
@salsabilanajwaa;jangan salah pasangan 😜🤟🏼;5 bulan yang lalu
@rheialt;nnael mirip mantan aku pisan sirr;5 bulan yang lalu
@ritadwiatmi2814;Fandi mana;5 bulan yang lalu
@mizumiii07;pengoleksi senjata polis;5 bulan yang lalu
@YENXB;15:17 Aim pebe😂😂;5 bulan yang lalu
@Waitkyyy;24:18 hanni newLucifer  😂;5 bulan yang lalu
@HayBang-fk7hf;ini mah bukan pasar malam pasar pagi cok😂;5 bulan yang lalu
@iqbalrokhman4079;baju nnael kebalik;5 bulan yang lalu
@rikirizaldir8;Seru bet euy.;5 bulan yang lalu
@Fernnn46;Knjut ngalangin dunia bgt rambut nya V;5 bulan yang lalu
@fakhrihasan6139;Walaupun streamer kecil aku pengen kaya kamu sir v, pengen bisa sukses punya temen banyak jadi karyawan di perusahaan jepang jadi ba ae kerja sama, sama asus, punya temen kaya fandidk;5 bulan yang lalu
@mas_nizar17;Tereh vlog ramadan deui sir;5 bulan yang lalu
@Veldorafi;Dmn ini v;5 bulan yang lalu
@haetv3949;Makan tapi ga pusing ya jut😂;5 bulan yang lalu
@Almoree;14:46   kayaa seseorang;5 bulan yang lalu
@goodnwild;"5%vlog
95%poliska";5 bulan yang lalu
@BIG.H88;Part 2 fi seruuu coy;5 bulan yang lalu
@rachmathidayat1066;itu pas photobox ada cwe julid lucu banget liatnya owkaowkaokw;5 bulan yang lalu
@Extaciaaa;inidia plok yang ditunggu;5 bulan yang lalu
@Dimasfathull;Pasar malam tapi ini siang🗿;5 bulan yang lalu
@GanganWiraguna-by1xl;Mau ngumpulin orang yang gamau kumpul;5 bulan yang lalu
@anggitakusitadewimurni1804;minimal durasi 5 jam😡;5 bulan yang lalu
@djjuann701;Rasa rasa rokok, mending ngeroko wkwk;5 bulan yang lalu
@Apaajadehyak;Ditunggu konten SM NNAEL lagi bang upiiii;5 bulan yang lalu
@AdrianRamadhin;si kanjut dapet pistol bius;5 bulan yang lalu
@bagusharyo9118;ini dimana dah;5 bulan yang lalu
@rizhan76;bang cara membership gmn bang;5 bulan yang lalu
@rikirizaldir8;@rizhan76  buka branda channel youtube nya disitu aada kok;5 bulan yang lalu
@rizhan76; @rikirizaldir8  gaada punya gua bang;5 bulan yang lalu
@rikirizaldir8;Ada sih harusnya tulisan gabung di beranda chanel youtube yang lu subscribe;5 bulan yang lalu
@Pabloescobar-i9e;bapak lu gua pukul sini anying;5 bulan yang lalu
@notleekyours;raja pasar malem gitu brok;5 bulan yang lalu
@darkenmobi8771;Gelo nael x knjt duo maut pemecah kotak ketawa upi;5 bulan yang lalu
@RAZEN0;Yang gendut baju merah kick aja jangan di ajak vlog polusi sok ganteng , cringe dia bang upi;5 bulan yang lalu (diedit)
@ichsanmuhamad8130;El bodor kabeh hahaha;5 bulan yang lalu
@aurelfifi4474;Nnael join orang orangan halimawan.. liquid nya kapan sir dari taun kemaren²😢;5 bulan yang lalu (diedit)
@zenbuckhori-xv1kl;terhibur juga😂;5 bulan yang lalu
@dimaspalguna7193;Awooooo😊;5 bulan yang lalu
@nekoireng666;tuwa kompe wkwk;5 bulan yang lalu
@mrherss;Kameranya apa ni bang? Bagus banget;5 bulan yang lalu
@ayrii1189;Koboy xxkmjt;5 bulan yang lalu
@arrayzha_;vlogg lagi pi;5 bulan yang lalu (diedit)
@ferryyaryaa;Sering sering sir v kontenny seru bat;5 bulan yang lalu
@raflyreinaldy8350;Kanjut lucu bgt anjeng wkwkwkw;5 bulan yang lalu
@xenquan2957;Piol (20:52) : Itu Yang HIDEUNG;5 bulan yang lalu
@dimasprasetyo1530;banyakin vlog keluarga kecil bang upi;5 bulan yang lalu
@AKBAR-no7nk;vlog kabupaten;5 bulan yang lalu
@fikrierahadian;Baru tau gua Upi buta warna....;5 bulan yang lalu
@iniacaaciya;dikit bangett minimal 1 jam lah;5 bulan yang lalu
@azhar.9242;Buuk ganggu;5 bulan yang lalu
@ZackyySy_;liur burunk 3:31 ( jorok bet tai );5 bulan yang lalu
@Zain_Jlez;Jir Clink di pangku nadil 29:10;5 bulan yang lalu
@RikoSimatupang-z1g;Akhirnya yg di tunguuuuu;5 bulan yang lalu
@Zain_Jlez;Sir nanti klo nael balik ke onic gimana;5 bulan yang lalu
@DanzzzDoangg;panen pestol kieu;5 bulan yang lalu
@rexaakbarmalik8460;Approve jadi anak KBP wkwkwkwk neupikeun ka pasar KBPna oge wkwkwkw;5 bulan yang lalu
@yans619;Gelo si Nnael udah menyatu sebagai anaknya bang upi😂😂😂;5 bulan yang lalu
@meooza;seru bgt orang orangan halimawan nambah si nnael:_hore::_hore::_hore:;5 bulan yang lalu (diedit)
@Muhammadilhamchanelll;kanjut el tembak;5 bulan yang lalu
@taufikarrahman1539;Ga sabar lihat vlog ramadhan keluarga kecil🤏;5 bulan yang lalu
@0819icah;AWOOO ACUU AKHIRNYAAAA UHUYYY JAN LUPA NANTI MALEM YAAA SI AWO AMA SI KANJUT LIVE POKEMON AYAHHH UPIIIIIII😭😭😭;5 bulan yang lalu
@geyamadanna;Awoook~~;5 bulan yang lalu
@ayizimutpakebanget;keluarga cemara🤗🤗🤗;5 bulan yang lalu
@kaminari4618;Polic man;5 bulan yang lalu
@dksalvation;bg ajak nael nginep lagi kapan kapan;5 bulan yang lalu
@Gaoaoaa;1 jam lah minimal, bentar amat kek video skandal 🤬;5 bulan yang lalu
@m.arinalhaq9940;Nnael ajak road to mythic breng Fandi gk sihhh;5 bulan yang lalu
@Slysblaa;awooooo sir member ku habis nanti malem member lagiiii;5 bulan yang lalu
@elanooo6156;Seru eyy vlog kyk gini… sering2 dah ya bang😂;5 bulan yang lalu
@casseyyyzr;AKHIRNYA :_gege::_gege:;5 bulan yang lalu
@andriamir2122;Metaphor kapan sir v, nanti atlus marah loe 😂😂;5 bulan yang lalu
@LuthfiHalimawan;tetep orang orangan;5 bulan yang lalu
@Zain_Jlez;@LuthfiHalimawan  mantap🥰;5 bulan yang lalu
@AkuDebuh;ajg🗿;5 bulan yang lalu
@ntyandriansyah8353;Heyy heyy;5 bulan yang lalu
@FERDIGB-f8c;Emang kenapa hah;3 bulan yang lalu
@NijamBadruzzaman;Setuju;5 bulan yang lalu
@Ienzee;auto gendong;5 bulan yang lalu
@masbibin9270;Cocok tuh kan biasa gendong altjsuwbeb;5 bulan yang lalu
@rizhan76;bang cara membership gmn;5 bulan yang lalu
@stanleydidie2650;Stimer kecil jalan jalan jadi gw yang kagak sampe 10 subscriber ni di panggil Apa? Kutu ? 😭;5 bulan yang lalu
@RASYwir;16:10 wkwkwkwkw;5 bulan yang lalu
@fahrialdwihermawan2500;bang upi main five heart under one roof;5 bulan yang lalu
@Albedo29;"Ada si ""WATASHIWA HONTONI""□□";5 bulan yang lalu
@farhanfikrillah2636;"El PISTOL!!!
15:55";5 bulan yang lalu
@shdqqZerofive;el pistol;5 bulan yang lalu
@ahyarrullah3463;El pistol;5 bulan yang lalu
@farhanfikrillah2636;Duo police man!!!;5 bulan yang lalu
@banyuhidayat9712;kanjutttt terlalu op buat permainan anak anak;5 bulan yang lalu
@YbReza;harusnya bawa bius v buat si kanjut;5 bulan yang lalu
@Askdjxdjjxui;RAMBUT UDAH OKE;5 bulan yang lalu
@ersyar;mamat gunshop buka cabang di kbp kah? kok gampang kali dapet senjata?;5 bulan yang lalu
@muhammadrival6030;celink jadi guide tour kie anying;5 bulan yang lalu
@KfCiaally;:_hore::_hore::_hore::_hore::_hore:;5 bulan yang lalu
@keanureksha;cara merubah tiket m series menjadi stream deck;5 bulan yang lalu
@dimaswhyv;Aku bang aku first;5 bulan yang lalu
@cikalbakalsasmithapuan4748;🎉🎉;5 bulan yang lalu
@Alziee;absennn;5 bulan yang lalu
@Lpacarnnael;finally vlog lagii;5 bulan yang lalu
@Aphrodite666;□□;5 bulan yang lalu
@Zin4kid;Kan dia kameramen;5 bulan yang lalu
@yosianavelove;awooooo;5 bulan yang lalu
@CrenzyyFootball24;Siap buka gunshop;5 bulan yang lalu
@fauzanrmdhi;18:09 awokawok ditembak;5 bulan yang lalu
@Khalid666xyz;AIM PEBE;5 bulan yang lalu
@ar.a.h6597;Seru bat jirr keluarga kecil pengoleksi senjata  pak pol ini 😊😊:_awo:;5 bulan yang lalu (diedit)
@raeeyy-c4b;nnael kabur dari sekte kanjutxxx pelis;5 bulan yang lalu
@fauzanrmdhi;7:43 usil bet :_tua::_ketawa:;5 bulan yang lalu
@aryaiden;halo mas ifan kameramen;5 bulan yang lalu
@rsaegarf;"banh kpn"" live maen cctv breng nnael lg y bang";5 bulan yang lalu
@devan4269;el tembak;5 bulan yang lalu
@fauzanrmdhi;finally :_letsgo:;5 bulan yang lalu
@mikailputra4521;akhirnyaa;5 bulan yang lalu
@m4kmummm;Cara merubah tiket m serius menjadi pistol police man;5 bulan yang lalu
@Sa1Nne;Mana metaphor yg kau janjikan itu v? :_marah::_marah::_marah::_marah::_marah::_marah:;5 bulan yang lalu
@18andikasaputra12;komen ke 69;5 bulan yang lalu
@CucuYanti-w2m;Pasar malem apa pasar siang?;5 bulan yang lalu
@WIBOWOoshinyaGitaSekarAndarini;Pasar malam mana ini bang?;5 bulan yang lalu
@Rizkifahrudin12;Sir upi live stream tcg pokemon lgi dong:_awoo::_awoo::_awoo:;5 bulan yang lalu
@pvinx;15:50 :_AIMPB::_AIMPB::_AIMPB::_AIMPB:;5 bulan yang lalu
@Joyz-b7c;mantap bang;5 bulan yang lalu
@miaaaa-w7p;😊😊😊😊;5 bulan yang lalu
@miaaaa-w7p;😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊ᴘᴘᴘ0;5 bulan yang lalu
@miaaaa-w7p;0;5 bulan yang lalu
@muhamaddaffa5762;nnael introvert di antara extro wkwkw;5 bulan yang lalu
@bayu_16;Gg;5 bulan yang lalu
@Rap-iz5xx;siapa yang blom dapet sarapan pak owo 😢😢☝🏻;5 bulan yang lalu
@aryobagoes;V AWOOOOO..;5 bulan yang lalu
@CatVideoEr;Suka Transformers gak pi? Beli action figure nya atuh;5 bulan yang lalu
@DapitXavier7;:_awoo::_awoo:;5 bulan yang lalu
@Uyuyuaa;Azek cuy jalan jalan;5 bulan yang lalu
@VoltbeatZero;Jadikan nnael Abang-Abangan Halimawan tetap!!! Chemustryny udh dpt kocaknya;5 bulan yang lalu
@Its_LilNightmare;Keluarga Kecil 🤏;5 bulan yang lalu
@vndra-v777;absen sir;5 bulan yang lalu
@rayyanakmal1986;10;5 bulan yang lalu
@AriesWardana;Keren anting XX Bang Upi  😂👍👍;5 bulan yang lalu
@mutiaranurk1818;wow bang celink tidak berbohong😮;5 bulan yang lalu
@chintiaimelhusaeni4301;banyak banyakin vlogg;5 bulan yang lalu
@Paared17;Absen 900 orang pertama 😊;5 bulan yang lalu
@Danuuuyy7;awoo;5 bulan yang lalu
@julyaml.h.6610;WATASHIWA HONTONI JAPANESE;5 bulan yang lalu
@ilhmnugraha;woiii;5 bulan yang lalu
@fathir1843;Absen sir v;5 bulan yang lalu
@Bramss666;sir v introvert juga dia wkwkwk;5 bulan yang lalu
@muhamaddaffa5762;@Bramss666  iyaa wkwk;5 bulan yang lalu
@ghiyasyas2922;Kga anjirr di live sir v g bisa diem;5 bulan yang lalu
@muhamaddaffa5762; @ghiyasyas2922  kalo lu introvert juga harusnya pasti paham, gw kalo berdua doang apalagi smaa temen deket pasti lebih asik tapi ketika ramean pasti kaku dan bukain hp doang wkwk.🙏;5 bulan yang lalu
@MayminaAmdenia;​ @muhamaddaffa5762 Relate bgt sih.;5 bulan yang lalu
@xianyingx;​ @muhamaddaffa5762 betul. Kalau introvert itu biasanya harus dipancing juga, itu juga biasanya langsung badmood.. 😂;5 bulan yang lalu
@abid3350;Up;5 bulan yang lalu
@raffisaepulrohman5104;kata aing mah banyakin konten sama kanjut;5 bulan yang lalu
@DonyBloog;Acuuu;5 bulan yang lalu
@WildanPrasetio-6510;Boro boro 900;4 bulan yang lalu
@PayyART;Kangen vlog bulan puasa sir;5 bulan yang lalu
@IdamsigmaIdam;Vlog lagi wak😂;5 bulan yang lalu
@NNN.YZ-123;Sir V aku mau komen;5 bulan yang lalu
@nabillaryd;🎉🎉🎉;5 bulan yang lalu
@666Zynx;papi mami dan anak bungsu lagi jalan jalan ke pasar malem:_hore::_menggoda::_menggoda:;5 bulan yang lalu
@lucifersundown5851;aku lek ke 56 V;5 bulan yang lalu
@Lukasgg.01;Absen 100 org Ter awoo;5 bulan yang lalu
@ressawidjayantiputri;Finally vlog lagi😂;5 bulan yang lalu
@uhm.itz.Harleenn;"""Kata miring = jika ingin menegaskan sesuatu hal secara khusus""";5 bulan yang lalu
@azrinastore8634;Ke 10;5 bulan yang lalu
@azrinastore8634;Ke 91;5 bulan yang lalu
@muhammadridwan6302;Mana fandi v;5 bulan yang lalu
@NURHAN_テンジク;akhirnya vlog lagi;5 bulan yang lalu
@Nepyy;Waw gda notif;5 bulan yang lalu
@TRii.28;perbanyak konten vlog v, link;5 bulan yang lalu
@pinupin;adopt me ayah upi;5 bulan yang lalu
@muchlisaditiya4708;Halo bang;5 bulan yang lalu
@ikram1036;WOIIIIIIII;5 bulan yang lalu
@Arkan-cd3wf;halo sir v:_nyepong::_nyepong::_nyepong::_nyepong:;5 bulan yang lalu
@heteroze;Pertama kedua ketiga;5 bulan yang lalu
@gustyarnazrielsaputra4673;awoo;5 bulan yang lalu
@rmxdhn;awo;5 bulan yang lalu
@zikriiijilid2;awoooo;5 bulan yang lalu
@Dapit__;AWOOOOOOOOOOOO;5 bulan yang lalu
@bimmm_4;awoo;5 bulan yang lalu
@ejaaaaaaaaaaaaaa;:_awo:;5 bulan yang lalu
@raffidwiananda5338;Awoo;5 bulan yang lalu
@defecttion;awooooo;5 bulan yang lalu
@RyuRizkyp;Awoooooo;5 bulan yang lalu
@nanascuuw;awooo;5 bulan yang lalu
@adchyon_;:_awo:;5 bulan yang lalu
@togelatte4966;awoo;5 bulan yang lalu
@ccyraacyroo;:_awo:;5 bulan yang lalu
@takazukii11;awoo;5 bulan yang lalu
@rizskiey;:_awo::_awo::_awo::_awoo::_awoo::_awoo:;5 bulan yang lalu
@alyaqnnd26;awwwooo;5 bulan yang lalu
@GokilPanas;awoo;5 bulan yang lalu
@acliprs;awoooo;5 bulan yang lalu
@bukanhusein6749;awoooooo;5 bulan yang lalu
@adrinaufal5603;Awoo;5 bulan yang lalu
@aliprifkiwahyudi6041;awoo;5 bulan yang lalu
@NafiRakha;awooo;5 bulan yang lalu
@rsaegarf;AWOOOOOO;5 bulan yang lalu
@rijkigwnjir;awooo;5 bulan yang lalu
@pubgkorea-bi9ez;awoo;5 bulan yang lalu
@chocopie1617;:_awoo::_awo::_awoo::_awo:;5 bulan yang lalu
@rmahesa_;awoooo;5 bulan yang lalu
@jun2344;Awooo;5 bulan yang lalu
@fajarnasrlh;:_awoo::_awoo::_awoo::_awoo::_awoo:;5 bulan yang lalu
@arzxy9311;awooo;5 bulan yang lalu
@Ind_caine;Awoo;5 bulan yang lalu
@FauzanMalikAladil;awooi;5 bulan yang lalu
@atavist2876;AWOOO;5 bulan yang lalu
@ihsannuhzulrhamadan;Awooo;5 bulan yang lalu
@Kianaa..3;Awoo;5 bulan yang lalu
@Someone-Beloved;awoooo;5 bulan yang lalu
@flufyfanshera7907;awooo;5 bulan yang lalu
@avianstiL;awoo;5 bulan yang lalu
@Lunniegt;awoo;5 bulan yang lalu
@hilarius3833;awooo;5 bulan yang lalu
@harunrasyid5276;awooo;5 bulan yang lalu
@azmisilmifauzan5075;awooo;5 bulan yang lalu
@FAHRIIKUN;Awoo;5 bulan yang lalu
@nathalineee;awoo;5 bulan yang lalu
@Phytagoras29;Awoo;5 bulan yang lalu
@kurophoenix5200;awoo;5 bulan yang lalu
@nannngosling;Awooo;5 bulan yang lalu
@Rizz0706;awooough ouhh ough ouhg yes mommy;5 bulan yang lalu
@Rizz0706;awo lagi ah;5 bulan yang lalu
@Rizz0706;awooo ough oouh ouh yes;5 bulan yang lalu
@dksalvation;:_awo::_awo::_awo::_awo:;5 bulan yang lalu
@wannawho;awoo;5 bulan yang lalu
@fayy74;awoo😼;5 bulan yang lalu
@Zain_Jlez;awoo;5 bulan yang lalu
@mhrdxa;awoo;5 bulan yang lalu
@muhamadeqqiramdani5143;awoo;5 bulan yang lalu
@najwaauliyadwiazzahrani2870;awooooo;5 bulan yang lalu
@ArsilahPutri-l5l;awoooo;5 bulan yang lalu
@rayyanhibatur8982;:_awo:;5 bulan yang lalu
@BagusCahyo-n9f;Gw;5 bulan yang lalu
@paw-is-god;Awoo;5 bulan yang lalu
@whatdadogdoin4891;:_awo::_awo::_awoo::_awoo:;5 bulan yang lalu
@zulfikriizul3914;awooo;5 bulan yang lalu
@Ikhwanul06;Awo;5 bulan yang lalu
@ayrii1189;awoo;5 bulan yang lalu
@eggyaditya405;Awoo;5 bulan yang lalu
@huirits24;:_awo::_awo:;5 bulan yang lalu
