@NabilAmami-f9z;saran dong mending Poco X7 pro atau Realme 13plus 5g;2 hari yang lalu
@fpndotcom;Bang kapan samsung m56 masuk indonesia??;2 hari yang lalu
@naylanabil;beneran keren , mudah2an nanti ke beli hasil nabung ,baru ada 250k ...,aamiin;2 hari yang lalu
@doni-thefansofficial4873;Sangar konten 10 menit berasa 1 menit lihatnya,, auto ulang2 dah lihatnya;2 hari yang lalu
@kopmensasultanagung7909;Tim yg langsung beli nonton kagak ....;2 hari yang lalu
@LEOH1AN;Yakin awet lcd nya, tebak umur layar ga sih 😏;2 hari yang lalu
@epikostore1195;Huawei P30 Pro Mystic Blue ku aja masih awet terpelihara. Desain Mewah n exclusive nya masih bisa diadu ma hape tahun2 ini😊;2 hari yang lalu
@hii.panjii2776;next realme 14 5G bang udah mau keluar;2 hari yang lalu
@icunicun427;"hp mahal tahan masuk air saat berenang ke pantai ato laut? atau hp mahal tahan saat terjatuh masuk minyak goreng dikuali ato masuk bak drum oli tempat kerja pabrik ato bengkel ? 
Hp tahan minyak n oli ada gak?";2 hari yang lalu
@kemalkamil2314;Bro faktanya hp lipat itu justru malah lebih rentan terhadap kerusakan dibandingkan ponsel dengan layar biasa, kelemahannya tuh biasanya pada mekanisme engsel dan layar lipatnya dengan penggunaan berulang kali dapat menyebabkan keausan , yang dapat menyebabkan engsel menjadi longgar atau tidak berfungsi dengan baik, apalagi ini layar 3 lipat sangat sangat beresiko di tambah lagi harganya yang 50 juta boyy😢😢😢;2 hari yang lalu
@agungbramastha2684;Apalah dayaku yg hanya mampu mentok di Samsul s22 😢😢;2 hari yang lalu
@posjoker4542;Anti air gak bang;2 hari yang lalu
@mariatachen2884;SehRga  20 thn bpjs ketenegakwrjaan gw kerja;2 hari yang lalu
@adeariana-vt3bv;Kata orang yg gk pernah make😂😂😂😂😂. Gk bakal rusak klo lu tau cara make dan cara ngerawatnya. Klo makenya serampangan ya bakal rusak lah;1 hari yang lalu (diedit)
@kemalkamil2314;@ anda silahkan cari di wikipedia, btw ane pernah pakai flip, dan ngga sampai 2 tahun layarnya setengah mati dan ngga bisa difix, seklinya berhasil di fix 2 bulan kemudian rusak lagi, dan biaya fixnya pun mahal🙂‍↔️🙂‍↔️, sdikit tambahan itu pun hpnya cuma ane pakai buat dengerin musik dan yutupan, dan ngga pernah sama skli buat main game, dan selesai pakai pun ane ngga pernah sembarangan bukat tutup hpnyaa, dan ketika rusak ane bawa ke kecounter dan mereka bilang emang udah penyakit hp layar lipat kaya gtu, gampang rusak;1 hari yang lalu (diedit)
@adeariana-vt3bv;@kemalkamil2314  jangan menghalu🤣🤣🤣 gua banyak kenal orang yg make flip dan mereka bisa make aman2 aja lebih dari dua taun asal gk serampangan. Klo elu udh pasti ngehalu. dan klo lu gk ngehalu coba tunjukin hp nya, tunjukin bukti pembelian nya? Hahahahaa;1 hari yang lalu (diedit)
@kemalkamil2314;@ terserah lu yah, gua cuma infoin aja pengalaman gua, kalau emang ngga percaya yah monggo silahkan bgga maksa juga harus percaya apalagi sampai nunjukin nota pembelian maniak bngt sampe sgtunya, kalau emang pnasaran cari aja di kasusnya udah banyak kok diyutup kasus engsel haus hp lipat😅😅;1 hari yang lalu
@adeariana-vt3bv;@kemalkamil2314  yah terbuktikan ngahalunya🤣🤣🤣. Btw gua gk perlu liat youtube karena dilingkungan gua banyak yg make jadi gua bisa menilai.  Btw yg maniak itu elu, menghayal terlalu tinggi. KALAUPUN HP FOLDABLE SAMSUNG BERMASALAH BAWANYA BUKAN KE CONTER TAPI KE SAMSUNG SERVICE CENTER🤣🤣🤣🤣. Karena klo lu bawa ke conter ya orangnya mana ngerti. Bodoh.;1 hari yang lalu (diedit)
@reyhanrey-dr4tb;Asli HP ane fold gan dan layarnya yg stengah itu kadang kadang redup, trus ane bawa ke konter dan persis dibilangnya sama, penyakit HP lipat yah gtu engselnya gampang bermasalah😢😢😢;1 hari yang lalu
@kemalkamil2314; @adeariana-vt3bv  hahaha kocak yah anda, hp gua udah setahun lebih yah udah abis masa garansinya, yah better ane cari tempat yg deket aja konter kepercayaan ane, orang dri ngomong sabara sampai mau berkata kasar😌😌;1 hari yang lalu
@kemalkamil2314; @reyhanrey-dr4tb  naah kan wkwkwk, yaudah bagi yg percaya dan ngalamin aja yah, bagi yang blum ngalamin mungkin dia blum ngalamin😌😌;1 hari yang lalu (diedit)
@adeariana-vt3bv;@reyhanrey-dr4tb  masa? Coba ane liat hpnya? Btw kok bawa ke conter? Bawanya ke samsung service center lah🤣🤣🤣;1 hari yang lalu (diedit)
@reyhanrey-dr4tb; @adeariana-vt3bv  ente orang samsung cervicenya centernya langsung kah? Kalau ane tunjukin mau bantu bnerin atau biayain? Urusannya apa pakai motoin HP segala-galanya;1 hari yang lalu
@reyhanrey-dr4tb; @kemalkamil2314  penyakit kaya gini emang jarang gan, tapi persentasi penyakitnya lebih banyak dari pada HP layar biasa kalau lipat salah satunya yah engselnya ini kalau ane baca di forum forum di fb gan;1 hari yang lalu
@kemalkamil2314; @reyhanrey-dr4tb  wkwkw sabar gan ane aja tdi diminta nota pembelian🤣🤣🤣;1 hari yang lalu
@adeariana-vt3bv;@reyhanrey-dr4tb  tunjukin aja untuk ngebuktiin ente EMG BENERAN OUNYA ATAU CUMA NGEHALU. simple kok wkwk ya kalk hp foldable rusak bawa nya ke konter🤣🤣🤣🥰;1 hari yang lalu (diedit)
@JoelEllie02-n7x5n;sama samsung flip ane juga kasusnya engselnya juga, awalnya cuma redup redup aja eh jadi mati total, alhasil ngga pernah gua pakai lagi padahal beli lagi mahal mahalnya🥲;1 hari yang lalu
@adeariana-vt3bv; @JoelEllie02-n7x5n  🤣🤣🤣nambah lagi;1 hari yang lalu
@kemalkamil2314; @adeariana-vt3bv  sabar yah🤣🤣🤣 , ente bisa mampir ke komen yang dibawha juga banyak tuh yang komenin hp lipet lainnya dengan penyakit yang sama kali aja dapet foto dri mereka🤣🤣🤣🫡;1 hari yang lalu
@dhank27;Gak kebayang aja sih klo misalkan  fleksibel atau layar nya rusak😅;1 hari yang lalu
@MainanAnak-f8r;Emang hp lipet masalahnya selalu engsel kok, hp temen ane juga begitu umurnya ngga lama, tapi semoga aja yang ini udah aman;1 hari yang lalu
@kemalkamil2314;@ emang cuma ada aja orang yang ngeyel gtu ngga percayaan, emang karena dia blum ngerasain ajaa, kalau udah mgerasain baru dah kesel sndri;1 hari yang lalu
@MainanAnak-f8r; @kemalkamil2314  wkkwkwkw cape gan bilangin orang ngeyel yang ada di bodoh bodoh in dan ngomel ngomel ngga jelas aja, padahal ngelamain mah kaga wkwkwkwk;1 hari yang lalu
@adeariana-vt3bv; @kemalkamil2314  masalahnya yg bilaang juga bukan orang yg punya alias menghayal doang. Kesel? Bro klo yg mampu beli hp mah gk bakalan kesel karena mereka juga pasti paham cara penggunaaan,perawatan  dan perlindungannya, dan gk lupa mereka pasti pakai yg namanya samsung care+ dan gk mungkin klo flip mereka rysak bawanya ke konter🤣🤣🥰;1 hari yang lalu (diedit)
@adeariana-vt3bv; @MainanAnak-f8r  nah yg ngasih tau ape emg ngalamin? Mana ad org yg pake foldable samsung terus bermasalah bawanya ke konter lucu. Atau cuma bacotan netizen belaka🤣🤣🤣. Klo emg orng yg beneran punya mah gk bakalan mau koar2 di kolom komentar di media sosial;1 hari yang lalu (diedit)
@adeariana-vt3bv; @MainanAnak-f8r  engsel emg akan bermasalah tapi gk seganpang iru juga bermasalahnya. Klo emg begitu gk hp foldable gk bakalan laku;1 hari yang lalu
@MainanAnak-f8r;@ btw masalah engsel itu emang ada dan ngga gampang mangkanya kasus dari abang abang diatas rata rata setelah pemakaian tahunan bakal lebih, tapi perlu digaris besari yah biar pada paham nih, hp lipat sangat rentan terjadinya engsel haus karena seringnya lipatan yang dilakukan ini bisa ente cari sendiri di wikipedia, dan banyak kasus yang anda bisa cari sendiri di forum forum hp lipat atau pun  yutup, ane cari source karena sempet mau beli dlu tapi lihat hp temen ane rusak jadi ngga jadi;1 hari yang lalu
@kemalkamil2314; @adeariana-vt3bv  bro tidak paham arti garansi habis😂😂, salahkah betulin hp ke konter kalau emang konter yang dituju kompeten😂, ente sndri punya kah hp lipat? Dan pernah pakai? Dan anda apakah akan komen seperti ini ke semua orang yang komen sama seperti saya kalau hp lipat engselnya gampang bermasalah setelah pemakaian tahunan😅😅;1 hari yang lalu
@kemalkamil2314; @MainanAnak-f8r  wkwkw beliau malas sercing bang, udah ane suruh sercing ngga mau tdi diatas padahal banyak kok forum forum yang udah bahas ginian di fb, dan di yutup pun udah bnyak yang bahas😂😂;1 hari yang lalu (diedit)
@MainanAnak-f8r; @kemalkamil2314  yah susah gan kalau ngga mau sercing mah, ibarat kata kita udah ngasih tau fakta nih, tapi dia tetap dengan pendirian dia, dan ngga mau liat fakta yang ada kaya tutup kuping intinya kita tetep salah gtuu;1 hari yang lalu
@adeariana-vt3bv;@MainanAnak-f8r  gk perlu cari di forum atau youtube. Dilingkungan gua gk sedikit yg pake foldable nya samsung dan gk ad masalah tuh. Karena mereka tau dan paham bagaimana cara memakai dan merawatnya dan gk luoa juga mereka pakai yg namanya samsung care+ buat berjaga-jaga jikalah ada masalah. Jadi dari itu aja cukup buat menilai, bukan menilai dari komentar nerizen yg bahkan disuruh buktiin beneran punya barangnya atau gk aja gk bisa🤣. Btw nyari kok di wikipedia bro🤣lucu juga ente.;1 hari yang lalu (diedit)
@adeariana-vt3bv;"@kemalkamil2314  bro ente gk paham apa itu fungsi sevice center wkwk. Lukira service center itu cuma buat benerin produk yg masih ada garansinya?lu punya hp yg umurnya udh lima tahun juga selama lu punya dui ya teteo bisa lu bawa ke service center Bodoh.  Dan apakah salah bawa ke konter? Ya jelaa salah. Konter mana paham soal hp lipat
 Dan ente nangya apa ane punya? Ane gk punya tapi lingmungan ane banyak yg punya. Nah ente sendiri emg beneran punya atau cuma mengada ngada?🤣🤣. Klo soal masalah engsel balik lagi ke pemakain usernya, yg mana usernya pasti orang yg mampu bukan orang yg duitnya pas pasan.";1 hari yang lalu (diedit)
@adeariana-vt3bv;@kemalkamil2314  buktiin dulu lh klo punya galaxy z flip baru koar2 di komentar sosial media;1 hari yang lalu
@MainanAnak-f8r; @adeariana-vt3bv  memangnya ada apa dengan wikipedia? banyak fakta juga kok yang bisa diambil dari wikipedia, ente bisa sercing kelemahan dari hp samsung flip atau pun fold yang muncul pasti wikipedia dluan kok, selain wikipedia juga kan ane saranin yutup dan fourm forum di fb, kalau emang di daerah ente ngga sedikit yang pakai tapi pasti dari angka sedikit itu ente yakin mereka ngga ada masalah, memangnya ente absenin satu satu orang disana biar tau mereka masalah apa ngga, kalau emang mau tau rasanya yah ente beli aja coba rasain pemakaian tahunan 😅;1 hari yang lalu
@kemalkamil2314; @adeariana-vt3bv  yaela kirain mah punya yah, emangnya lu monitoring trus itu pemakaian hp lingkungan skitar lu wkwkwk kocak kocak, gua pun dri dlu males ko service center karena jauh dri rumah gua , dan sampai skarang pun gua ganti hp iphone gua bnerin di konter kok dan ngga masalah aman ip 13 gua udah jalan 2 tahun aman kalau rusak gua kekonter karena disana emang ada spesialisnya, dan samsung gua udah nyerah ngga mau pakai lagi, sklipun mau pakai gua pakai yg layar biasa, skarang flip gua udah ngga kepakai lagi dan ngga akan gua fotoin ke orang asing ngapai bngt wkwkwkw;1 hari yang lalu
@MainanAnak-f8r;@ memangnya ada yang salah kah nyari di wikipedia, lusercing tentang kelemahan  samsung flip aja yang pertama kali kluar dari wikipedia 😅, dan ane kan nyaranin ngga wiki aja tapi forum forum juga dan yutup yutp juga yah 😅, dan ente emang selalu monitoring pemakaian HP flip di wilayah ente sampe yakin bngt, dan ngga semua orang yah mau pakai samsung care, gua aja dari dlu hp ngga pernah beli asuransin juga kok, jadi yah ngga semua sesuai dengan yang ente pikirin aja gan, ente haru liat secara luas juga ada loh masalah yang bahkan ente ngga tau;1 hari yang lalu
@kemalkamil2314; @adeariana-vt3bv  ane emang kalau bnerin hp ngga pernah ke service center si hampir semua hp yang ane lunya dlu dlu, kalau rusak yah bisa ke konter hp langganan yang emang kompeten deket rumah, dan aman sampai skarang karena service center jauh dri rumah ane, yailah gan kirain ente punya emangnya ente monitorin tiap waktu pemakaian hp flip diimgkungan ente?  Dan ane ngga akan sih kasih foto atau gambar ke orang asing apapun itu, soalnya yah buat apa😅😅, dan apakah lu mintain juga itu foto foto hp dri komen komen dibawah yang punya masalah sama kaya gua??;1 hari yang lalu
@kemalkamil2314;@ yaaps setuju, kita harus liat semua secara luas, yg gua infoin diatas itu fakta kalau hp lipat itu gampang haus engselnya setelah pemakaian tahunan, sercing di mana pun hasilnya akan sama, yah semua kembali ke diri sndri aja pemakaianannya gmna, cuma sepenglaman gua, gua ngga pernah main game di hp flip dan jalan 2 tahun itu layar udah bermasalah;1 hari yang lalu
@adeariana-vt3bv;@MainanAnak-f8r  jelas salah kocak lu. Ya gk perlu gua cari juga setiap produk emg pasti kelemahan dan gk ad yg sempurna lantas apakah semua produk yg beredar itu ajan bernasib sama dengan yg lu bilang di forum2 itu?  Btw gua gk perlu monitoring kik cukup dengan tau gmn keadan fildable dari orang2 disekitar gua aja udh lebuh daei cukup. Klo cuma modal liat dari intwrnet atau forum2 lalu bisa menyimpulkan bahwa setiap hp foldable akan bermasalah pada engselnya itu tanda sesat berfikir sih🤣🤣. Btw gua sampe hari ini blm nemuin orang2 yg ad dilingkungan gua yg make foldable tapi bermasalah dan gua juga blm nemu yg beli foldablw tapi gk pake samsung care+🤣🤣;1 hari yang lalu (diedit)
@MainanAnak-f8r;@ cape bngt yah hahaha, bro ane bilng yutup dan forum forum itu, itu hanyalah refrensi, dan emang bner semua produk pasti ada kelemahannya, dan kan ane bilang kelmahan hp lipat ada pada engselnya yah gampang haus ketika dilipat dalam kurun waktu tahunan itu ane jelasin sebagai kelemahan,  bukan ane bilang hp lipat pasti rusak nya selalu engsel, dari awal aja ente uudah salah artikan ketikan ane, ente sndrikan bilang semua produk pasti ada kelemhannya, malah dibilang sesat , cape bngt dah hadeehh 😅, udah lah ente dengan pemikiran enta aja yang udah pasti bener 😅😅;1 hari yang lalu
@jsmmhmd576;Yg punya fold bukan kaum mendang mending sih pastinya;1 hari yang lalu
@masetyo2481;Samsung fold aja ada masalah, apalagi ini😂;2 hari yang lalu
