Column1;Column2;Column3
@RicoSapsena;Trus terang,jika msh ada yg bilang Indonesia menang Krn keberuntungan,itu artinya org tsb org gila..emangnya kalian pikir Indonesia itu TDK bagus main bola?? Bukan cuma negara Korea saja yg bagus dijaman skrg ini,,paham kalian ya;2 minggu yang lalu
@zulfahmiaqib6624;Bnyak peluang korea ga bisa gol, nasib indonesia bisa menang;2 minggu yang lalu
@PokokeJoko;kelemahan indo dari dulu itu saat di depan gawang, saat menembak ke gawang saya nilai belum terlatih, beda dengan pemain2 eropa. Kalau ini di perbaiki, semoga indo sangat maju;2 minggu yang lalu
@FajarRiyadi-h8g;"Kalau boleh ijin saya rangkumkan pertandingan yang sama sama kita lihat: 
1. Timnas Korsel secara individu maupun secara tim, lebih baik daripada timnas 17thn Indonesia. 
2. Walau kalah secara teknis dan fisik, Timnas Indonesia bermain dengan semangat tinggi dan berjuang tanpa lelah. Sehingga Timnas Korsel tidak dapat memanfaat berbagai peluang yang mereka ciptakan.  
3. Dari segala kekurangan dan kelebihan Timnas Indonesia, strategi yang diterapkan oleh Coach & Manager Nova untuk mengandalkan pertahanan dan serangan balik terbukti tepat dan menghasilkan 3 poin. 
 MAJU TERUS....";2 minggu yang lalu (diedit)
@anwarsaifollah378;smngat dn berjuang terus anak2 muda harapan bangsa ,kalian adalh pahlawan d bidang olah raga ,krna kalian berjuang demi bngsa dan negara indonesia ,,,smangat garuda muda kuu 💪💪💪 ❤❤;2 minggu yang lalu
@bastianabu8222;Lolos walaupun hanya jadi tim penghibur tetalp lebih baik daripda tidak lolos pildun u17.~;2 minggu yang lalu
@slametslamet9971;Wasit perlu ditiru wasit lainnya;2 minggu yang lalu
@DickyLamongan;"Timnas indonesia juara piaLa dunia kelompok umur dan senior
Suatu pencapaian yg tidak bisa belum pernah korea selatan capai";2 minggu yang lalu
@homenlumenta4293;Bah ini sih namanya babak belur😢😢😢;2 minggu yang lalu
@ahmadisiagian6179;"Masih kurang di segi penguasaan bola,keluar dari tekanan,
Untuk bertahan cukup bagus
PR nya penguasaan bola dan penempatan posisi saat rekan pegang bola..";2 minggu yang lalu
@rianto8876;"penyakit kronis pemain depan indonesia local termasuk timnas U17 seperti dlm match ini...IQ nya jongkok..fast thinknya minus ...ketika tinggal man to man dg goalkeeper......seharusnya jadi goal ....dg bodo nya dia ambil lurus., diadu bola ...makanya pemain indonesia susah majunya..
mngkn bisa catatan nova...utk mencari striker yg mempunyai fast think dan , body balance yg tinggi  dan masukkan bangku cadangakan mirza yg sering gagal berebut bola terlalu lowclass berkali2 gagal amankan bola  ..terllau tarkam";2 minggu yang lalu (diedit)
@Balaisholawat;sebenarnya hanya pura2 bodo ni tim indonesia;2 minggu yang lalu
@MamasNgapak;nggak munafik jika dilihat keseluruhan permainan indo vs korsel ini. indonesia masih kalah penguasaan bola. tapi bukan pemain bertahan. jika tak ada finalty bisa dipastikan hanya 0 0 . intinya kemajuan timnas u17 pesat.diatas rata² tim asean;2 minggu yang lalu
@InstanRamen;Jujur kita main defense, sebener nya cukup beruntung Korea keliatan punya banyak kesempatan bagus buat nyetak gol, kebetulan aja kiper nya ok bgt ini. Ga bisa di pungkiri Korea di sini lebih banyak punya kesempatan nyetak Gol dari pada timnas kita. Tau kita main defense sampai punya chance buat nyetak gol, tapi serangan mereka bener2 bagus, sama kita sih kalau Body terus kita kecil bgt 😭 but lets prove kalau badan kecil tetep bisa menang;2 minggu yang lalu
@user-qg8lh8uu9d;Main GK sebagai tim lebih ke individu...mending ditarik saja/ diganti🇮🇩;2 minggu yang lalu
@RasmaRasma-c5k;Sepi penonton, nampaknya menang dewi fortuna, jarang dapat bola garuda muda;2 minggu yang lalu (diedit)
@abon5155;❤💪🤩💪❤️🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩;2 minggu yang lalu
@JojoCell-v5j;Korea banyak kesempatan cetak goal malah ga berhasil 😅 Indonesia hanya sekali sekali malah bisa goal 1😅;2 minggu yang lalu
@syamsulancu7298;Jumpa sekali lagi dengan Korlsel, indonesia akan di bikin sate.😂😂;2 minggu yang lalu
@SyahrulAnwar-k8y;Sayang banget mirza peluang emas tidak bisa berbuah goal 😢;2 minggu yang lalu
@AdityaPyg;u17 spanyol 💀;2 minggu yang lalu
@TriaAzka-jg1if;Kiper dan tiang gawang, sangat berjasa dalam kemenangan ini.;2 minggu yang lalu
@azizz1215;Permainan seperti iti kok bisa mensngyaaa;2 minggu yang lalu
@ArRahmanAkram;Korsel gk tahu klok wasit nya cina medan;2 minggu yang lalu
@SuryaPernang-g2w;kloipun dia menang  hanya rejkinya kop kita lihat segi teknik kau di bawa korya;2 minggu yang lalu
@aleawidyantoro2020;Kurang kerja keras bagai mana coba pemain timnas di bombardir tapi bisa di tahan.....jgn Lo bilang menang Krn keberuntungan dasar pea loh;2 minggu yang lalu
@Hendi-ye9nl;GX perlu main cantik yang penting menang...jangan kaya Abang ono😂;2 minggu yang lalu
@HengkyHengky-kf1qq;Yg tidak mendukung kemenangan u 17 karna TDK bisa berbuat apa 2 kita prihatin sama yg tak suka😅😅😅;2 minggu yang lalu
@gusto3551;Mantap semangat timnas u 17 goodjob;2 minggu yang lalu
@yamgun;Yang diingat bertahun tahun dari hasil pertandingan adalah ....MENANG...dan Pemenang. Titik.;2 minggu yang lalu
@rudiriyadh4247;Indonesia boleh kalah fisik dan  stamina tapi kita punya mental lebih dari korsel. Congratulation Indonesia ❤❤❤🎉🎉🎉;2 minggu yang lalu
@ImambuhariMuslim;Masya Allah semangat anak muda ,ada yang takbiran juga😍❤️‍🔥;2 minggu yang lalu
@omramly2505;Indonesia harus juara bwrtahan dalam piala dunia;2 minggu yang lalu
@omramly2505;Timnas indonesia harus kuat dalam pertahankan piala dunia 226,;2 minggu yang lalu
@senudin0156;Ini awal main grup,JD lebih hati2,buktinya,,,main,ke 2,3...lebih berani...;2 minggu yang lalu
@danigunners9506;Andai aku jadi pemain bola,, aku sangat suka membuat asis dari dulu ketika main di kmpung;2 minggu yang lalu
@dipamaulana;Dokter sepakbolanya dr korea era sty;2 minggu yang lalu
@setiyadinugroho4886;Super sekali bisa mengalahkan Korea, kalian sungguh membanggakan, pemain asli Indonesia luar biasa...🎉;2 minggu yang lalu
@yanekakk4007;Algajani banyak blunder;2 minggu yang lalu
@kangdedennasrudin2081;Ga ada bagus2nya beda kelas tp menang 😇😇😇🤣🤣🤣 faktor beruntung..;2 minggu yang lalu
@AnangKocing;Jauh bngt kualitas pernainanya..wlaupun timnas mnang tpinlhat gys prmainanya bjin kcewa di  bkin stebgh lpangn;2 minggu yang lalu
@iks3781;Menang karena keberuntungan. 😂. Jelas dari Skill, Fisik, mental jauh dengan Korsel. Hanya beruntung itu Indonesia.;2 minggu yang lalu
@famhbs4981;Amazing❤❤❤;2 minggu yang lalu
@RatnohadiHadi;Strategi team kitanbagus...;2 minggu yang lalu
@IrwanSyahputra-o9w;"Semoga IndONEsia akan hadir disetiap saat 
Sukses selalu buat indONEsia 🤲☝️💪";2 minggu yang lalu
@ZeechZeechMirr;Dengan kondisi postur tubuh kecil, memang pemain timnas harus andalkan kecepatan dan kelincahan, jangan ambil resiko di lini pertahanan dengan bodyball;2 minggu yang lalu
@tanurwijaya7684;Wah!..ini sih menang mujur nih..;2 minggu yang lalu
@Sablonbugisbone;Hoki itu seperti main lotre, ini sepak bola butuh kerja keras tim... Buktix juara full 9 poin. Semangat garuda muda.;2 minggu yang lalu
@maniq7636;"Buat saya Timnas Indonesia kalah atau menang selama para pemainnya lokal asli indonesia saya sangat bangga
Apalagi menang I LOVE TIMNAS U17";2 minggu yang lalu
@4N4LUAM;Paling suka gw klo umur 17 yg main,,mau kalah mau menang,,tetap semangat dan mental nya gak turun.;2 minggu yang lalu (diedit)
@Gusmadsenori;indonesia jos gandos;2 minggu yang lalu
@MERINTISUSAHADARINOL;"Walaupun di anggp menang hoki gpp ..
Asal tau aja hoki gk akan datang gt aja jika tdk di barengi usaha ...apa ia indonesia akan menxng jika pmainya gk ada usaha ...apa kh hoki itu akan datang .?";2 minggu yang lalu
@idnas_1763;"Mirza main bodok bodok dribling 1 vs 1 aja gk bisa, suka jatuh jatuh sendiri, nnti nda di kasih main merengut di cadangan di kasih main begitu mainya

Penonton bebas komen, biar mental jadi maki maki2 aja, klo di puji ke enakan malah merasa hebat nnti";2 minggu yang lalu
@idnas_1763;Mirza bodok harusnya gol 2 kosong;2 minggu yang lalu
@jackjone7449;Alhamdulillah.. Menang;2 minggu yang lalu
@RoytitoTitoroyboy;Para ilusioner lanjut sudgesti uforia danlanjutkan uforia.;2 minggu yang lalu
@kumbokarno9526;kalau  tidak ada pemain titipan pasti bagus;2 minggu yang lalu
@WawanSuanda-i1l;Main parkir bus dan hoki itu yg pantas buat timnas u17;2 minggu yang lalu
@WawanSuanda-i1l;Timnas menang karena hoki;2 minggu yang lalu
@super_yono747;Pas dilihat lgi. Menang bukan dari kwalitas Skill tpi berkat Doa Rakyat Indonesia dan Ridho Allah m;2 minggu yang lalu
@ketutsukrisna3962;Jauh klas korea dg indonesia faktor nasib indonesia bisa menang 1_0;2 minggu yang lalu
@AdipatiMagetan;"Jd ingat kata2 embah kita dulu,,, "" Wong pinter kalah karo wong bejo""!! Silahkn di nilai dr pertandingan ini 😂";2 minggu yang lalu
@husnensyahmedi9827;Indra Syafri bgus,TPI sllu bermafia lokal,,,selamat untuk timnas u17 nofarrr;2 minggu yang lalu
@rumahborneoindonesia4592;Keren Indonesia.. bikin Korea prustasi dengan pertahanan nya.. hasil akhirnya kita menang 3 poin. Luar biasa.. lulus pildun yg penting bos q.. 🎉🎉🎉❤;2 minggu yang lalu
@InfoGtoi;Mainan apa si bang ?;2 minggu yang lalu
@abdisyam699;Secara kualitas indonesia kalah permainan,TPI menang hoky;2 minggu yang lalu
@VegaSurya-qu5nw;"Ini keren pelatih kelas afc. Nova arianto
Kebanyakan pelatih dari indonesia masih kelas AFF😊";2 minggu yang lalu
@ansyarh5747;Sudah bagus permainan dan mental anak2 Indonesia dari yg dulu2 tp rezekinya memang menang.... Tpi memang perlu ditingkatkan krn permainan korsel jauh sih;2 minggu yang lalu
@DgfDggi;Kalau menang hanya faktor keberuntungan,dari skill, postur badan semua ketinggalan.;2 minggu yang lalu
@abdinurkhayat7080;4:25 ketololan yg hakiki😂😂😂;2 minggu yang lalu
@rudians447;Mirza no 9..tdk cocok jd strwker..;2 minggu yang lalu
@safrinosimbolon3019;Kesal kali kipernya Korea 😅;2 minggu yang lalu
@igedetrisilapramayoga7050;Indonesia italia 11.12 pertahanan grendel;2 minggu yang lalu
@aprianthodemmapali8095;Korea Selatan harusnya bisa belajar dari Shin Yae Yong, mereka di bombardir 90 menit oleh Jerman di piala dunia lalu lalu, namun mereka masih bisa menang atas Jerman.;2 minggu yang lalu (diedit)
@reanby24CC;SALAM BUAT PELATIH KECEPATAN DAN TAKTIK HARUS DI TINGKATKAN;2 minggu yang lalu
@masuQis;jos;2 minggu yang lalu
@andiadryan6155;Permainan korsel kelihatan memang lebih baik, Indonesia tdk bisa berharap banyak kerna masih bergantung kepada keberuntungan;2 minggu yang lalu
@TriaAzka-jg1if;"Reaksi dia kayak, ""Itu kiper datang darimana?""🤡";2 minggu yang lalu
@FF-jm7fk;Lawan korsel kita harus sadar diri kita gak mungkin bermain terbuka menyerang.. korea masih di atas kita.. secara teknik dan skill.. bertahan yg bagus manfaatkan serangan balik.. dan akhirnya bisa menang walau lewat titik putih tetap itu sebuah kemenangan penting.. turnamen seperti ini  jgn terlalu mikir main cantik.. bla bla bla yg di cari itu kemenangan.. selamat adik adik atas kemenangan atas korsel yg sangat berarti..;2 minggu yang lalu
@SulaimanSahabudin;SKILL INDIVIDU GARUDA 17 OK. TINGGAL KEKOMPAKAN.BODY MUFING DAN PISIK INDIVIDU BLM OK. SETIAP ADU SPEED GARUDA KALAH DARI KOREA 17.;2 minggu yang lalu
@Ahym123-n12;striker u 17 belum masukin gol;2 minggu yang lalu
@supleyer;Perlu di asah lagi pasing kurang dan untuk pemain satu lawan satu sepertinya masih di bawah standart tapi bangga untuk timnas muda terus berproses tetap jadi pemain bola Indonesia jangan jadi jadi artis bola Indonesia;2 minggu yang lalu
@ghinakhoirunisa3799;ini rcti ok;2 minggu yang lalu
@SusantiHandayani-co2rn;Kita main bertahan plus serangan balik woy. Bukan hanya jadi batang kayu. Semua itu butuh effort, double power. Jangan remehkan anak2/adek2 kita ini. Mereka luar biasa.;2 minggu yang lalu
@cahkediriv8564;ginseng vs ketela;2 minggu yang lalu
@JalanKeselamatan109;"Hebat dan salut untuk kiper indonesia.!!
Luar biasa.!!😊";2 minggu yang lalu
@heriantowibowo7032;Bodoh amat dengan permainan cantik, total football atau parkir bus. Yang penting menang! di sepak bola gak ada poin untuk tim yang main cantik;2 minggu yang lalu
@Suenprisuenpri-k2w;Yang pentingain menang dan cetak goal nggak perlu banyak gaya;2 minggu yang lalu
@arifnugraha86;I m not buzzer, sy jujur aja ngliat. Klian jg lihat. Passing ok, tenang, fisik ok.. Tp msh sring blunder, kyk kikuk... Itu kbtulan korsel ngremehin, jd 70% serius korselnya, tp korsel emang kena batunya.. Ktika lengah kbobolan, hrga dri mreka runtuh dgn prtahanan indonesia yg walo blum rapat, tp dibantu kbruntungan. Klo lu pndukung stia, jgn trlalu naif ini tim sdh hebat, blum lah... Tp utk ukuran asean, king lah lmyn.. Lu jujur, timnas butuh perbaikan. Pasti.. Hrs sring pede lah. Demi kbaikan jg. Overall smoga timnas u 17 masuk final pildun😊;2 minggu yang lalu
@margaretaentmusic4888;BEST;2 minggu yang lalu
@maz_day;Mirza mentalnya di perbaiki lagi;2 minggu yang lalu
@mamansuchyar3447;Walaupun gol sepertinya berbau keberuntungan, tapi toh permainannya cukup bagus, ayo garuda muda berlatih terus, terbanglah setinggi mungkin..👍👍👍;2 minggu yang lalu
@cobacoba7200;Permainan dan chemistry timnasU17 sudah mulai dapat semua , jadi jgn dirombak atau digonta ganti lagi pemainnya ya pak Erik ,;2 minggu yang lalu
@djapra44;👍🏿;2 minggu yang lalu
@SoapaLova;Ini kyk dulu pas indo vs korsel bkn sih.. pas itu STY msh di indo.. korea remehin indo.. iya  sambil berjuang segala cara pk taktik parkir bus sekalipun, sambil berbenah buat menutup ruang kekurangan td.. g masalah sih.. g semuanya dimulai dng perfect;2 minggu yang lalu
@arifnugraha86;@SoapaLova  nah kan apa gw bilang. Korut bs gasak indonesia separah itu, krn timnas masih cupu utk pertahanan .ktika ngadepin tim yg lbih disiplin ala korut, ancur dah.;12 hari yang lalu
@SoapaLova; @arifnugraha86   iya, mrka dah mateng.. dipersiapin dr jauh2 hari, gw kebayangnya masa perlakuan kim jong un ke para atlet dan keluarganya masa😭bedanya atlet korut mungkin sama atau lbh parah dr atlet badminton china.. antara hidup dan mati sekeluarganya.. prnh dngr atlet badminton china klo g salah, pdhl dia juara 2 gtu.. tp klo g salah yak dicemooh ama tetangga sekutar g dianggep.. g kebayang korut gmna.. positifnya di tengah keterbatasan emng itu yg paling mecut kita sih apalagi taruhan nyawa kalo beneran jong un bertitah ngasih hukuman. Tp gw g sedih2 bngt.. justru emng fokus jd pelajaran aja.. seenggaknya di asean udh g terseok2 ama malaysia yg suka menang aff🥲;11 hari yang lalu
@SoapaLova;@arifnugraha86  iya, wkwk mrka udh mateng sih ibaratnya.. tp di otak gw masa traveling mrka tuh antra hidup dan mati ama keluargnya klo bisa menang.. hampir mirip kyk atlet badminton cina klo g salah even juara 2, dicemooh gtu ama tetangga sekitarnya tp kim jong un lbh ekstrem k atletnya mknya bnr2 main buat hidup😅 . Gw sedih tp seneng jg sih.. mrka udh bsa lolos i mean pemain yg rata2 org indo walau ada 1 ya klo g salah yg ayahnya bule.. bsa brhsl kyk lv. Yg dewasa rata2 naturalisasi itu.. seenggaknya mrka udh mencoba dan kekalahan ini bsa buat pemecut dan g buat mrka sombong..;11 hari yang lalu
@adi14820;Melihat dari tipikal permainan kelas dunia, yang rata2 umpan nya itu umpan berjalan, itu penting untuk ditiru oleh pemain Indonesia,,jadi jangan umpan seolah olah menunggu, itu sangat gampang terbaca pemain lawan,,.;2 minggu yang lalu
@adi14820;Hanya masukan aja nih yah..kontrol bola, akurasi umpan, dan pertahanan masih harus diperbaiki..❤;2 minggu yang lalu
@HLkingvee;Dari sisi kualitas kita memang di bawah korsel kita akui itu tapi dari sisi mentalitas kita lebih hebat di atas korsel... Mungkin itu saja realistis korea rapih main nya dan cepat cuma gak beruntung di laga ini !! Semangat terus !!💪🇮🇩;2 minggu yang lalu
@g-coustic4091;Abis takbiran langsung dapet penalty,, bukti pertolongan allah nyata ❤;2 minggu yang lalu
@loeyizt;padahal korea mainnya lebih bagus but who knows?? congratulations Indonesia!! ❤️;2 minggu yang lalu
@qorisaputra2018;Dalam permainan itu yg dilihat score akhirnya,, bukan penguasaan bola.!!!;2 minggu yang lalu
@syamsulancu7298;Secara kualitas permainan Korsel masih jauh d atas timnas Indonesia, hanya faktor keberuntungan aja yg memihak ke Indo.;2 minggu yang lalu
@LaluamirfadliadmanMiqamir;Mmtap talbir itu;2 minggu yang lalu
@iqbalst396;Kalo game ini ikutnya hoki sih😂;2 minggu yang lalu
@iqbalst396;Mirza kurang banget finisingnya;2 minggu yang lalu
@Alfa-fi4of;Yg penting menang dulu.. Toh semua pada akhirnya pengen yg Terbaik.;2 minggu yang lalu
@syam4562;Berisik, cuan apaan, rungkad iya👎;2 minggu yang lalu
@pimpim1979;mirza sbg striker keliatan banget IQ menyerangnya rendah ya. Masak udah hadap2an ma kiper wkt giring bola malah kayak ngasih bola ke kiper. Pantes kl diaspora yg diambil;2 minggu yang lalu
@Asminmanuputty-k4s;"Mantap adik adik ku 
Penampilan yg sangat makasih coach nova arianto dan coach sty yg suka krm dr choi";2 minggu yang lalu
@lenita5783;"Itu yang nyetak gol penendang penalti
Harusnya tidak sah
Tetapi wasit mengesahkan gol";2 minggu yang lalu
@kagemaqu;Jujur cara maennya korea bgus si. Kalo ketemu lg kaya bau2 bakal d bantai indo.;2 minggu yang lalu
@ZANZ-u;Pemain dan pelatih Asli original butuh perjuangan dan semangat Garuda muda❤🎉 menyala Garuda ku.jadilah komentar yg baik ..;2 minggu yang lalu
@Sepden;Wasit bahrain tapi tetap menang;2 minggu yang lalu
@DekGo21;Mantap, indo melaju ke piala dunia u 17 🎉🎉🎉;2 minggu yang lalu
@masdayat368;Kasihan anak anak muda ini,, giliran senior diganti naturalisasi 😢;2 minggu yang lalu
@97xxx;One shot one goal lebih penting daripada menguasai bola tapi kalah;2 minggu yang lalu
@lebah_orens;Kalo ketemu lagi beda skor🗿😂😂;2 minggu yang lalu
@nantosamigoz5401;"Yg penting judulnya menang.
Skil bagus klo kalah percuma yg di nilai minus nya doang.";2 minggu yang lalu
@adhejoe1832;TERTOLONG oleh PINANTI;2 minggu yang lalu
@INDRA_IKM;🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🦅🦅🦅🦅 ❤❤;2 minggu yang lalu
@suginemsukomulyo6402;Skill bagus ga bisa bikin gol itu namanya apa bro,;2 minggu yang lalu
@waaong;yg penting, intinya menang broo 3 poin.mantap anak2 muda indo;2 minggu yang lalu
@ZeniverBin;"DARI LAGA INI BS TERLIHAT..
BAHWA SKIL DN KEMAMPUAN PMAIN KITA SMP KIAMAT KURANG DUA HARIPUN TAK AKAN PERNAH JADI PEMENANG TAPI MUNGKIN BS JADI YG BERUNTUNG..";2 minggu yang lalu (diedit)
@ShofiYani-m8n;"Begitu jauh kualitas permainan kita dibandingkan korsel..
Smgt terus garuda muda.. terus belajar";2 minggu yang lalu
@principlight2514;Lawak mainnya;2 minggu yang lalu
@ElvisJamaluddin;Tim Garuda siap masuk Tiga besar juara Asia;2 minggu yang lalu
@SarmanRafa;Kritik boleh,tapi ada batasannya,mantap Garuda muda;2 minggu yang lalu
@muhammadakil5960;Wasit asu,pelanggaran keras gk di kartu;2 minggu yang lalu
@lukman-y7v;udah didepan gawang kgk masuk ..dobollss.. maen modal hokky doang, klo nggak hokky udah bobol banyak tuh diserang terus..😁😁🙃;2 minggu yang lalu
@GorkyParky-e1l;Kuat !!!! U17 Indonesia;2 minggu yang lalu
@farriskaikhsan258;Alhamdulillah;2 minggu yang lalu
@Sadbee1;The real keberuntungan, pola bermainnya sebenarnya masih kalah jauh sama permainan timnas korsel;2 minggu yang lalu
@AgusMulyana-k8z;jujurlyy w pusing liat permainannya tapi tekadnya untuk menang kuat bang niceee garuda muda;2 minggu yang lalu
@abdullahihsan6911;Wsitnya takut keluarin kartu u korea;2 minggu yang lalu
@almiraalfatih;Siap2 jadi boy band or main drakor bibit2 korsel 😅;2 minggu yang lalu
@rizalsopian8053;👍;2 minggu yang lalu
@aaiiiis;u17 klo bisa mengkonversi adab biadab netizen indo ke energi positif justru bikin mereka invicible , lanjutkan netizen , lanjutkan anak bangsa u17 , ,;2 minggu yang lalu
@YotowawaYotowawa;Yang suka kritik2 sana main cuma tingal nonton saja banyak komen;2 minggu yang lalu
@S.Tanjang;Mantap sih;2 minggu yang lalu
@ekosusilo3023;Njirr,mudah bgt indonesia masuk piala dunia,,,,,;2 minggu yang lalu
@SardyLemarang;𝐖𝐚𝐬𝐢𝐭𝐧𝐲𝐚 𝐍𝐞𝐭𝐫𝐚𝐥 𝐠𝐨𝐨𝐝 𝐣𝐨𝐛;2 minggu yang lalu
@rellyapriandi5585;Mierza patut dipertanyakan performanya;2 minggu yang lalu
@satriamandeni;untuk sekelas U-17 mah udah hebat bisa ngalahin Korea Selatan... jangan berharap menang skor gede... kualitas beda jauh... Alhamdulillah bisa menang karena Tim nas Disiplin 🎉🎉 Alhamdulillah vs Yaman menang 4-1 sekaligus lolos Piala Dunia U-17, tinggal besok vs Afgan moga menang lagi biar jadi Juara Grup🎉🎉🎉;2 minggu yang lalu (diedit)
@nursyaidsusilo;Yang bilang hoki ga ngerti bola ye, manusia ampas;2 minggu yang lalu
@adityaartha9166;PIALA DUNIA GAIS 💯🔥🔥🔥🔥;2 minggu yang lalu
@ridick06;"Lu liat pertandingan indonesia 4-1 yaman..
Apakah masih bilang hoki pas lawan korsel !!";2 minggu yang lalu
@kiagusfauzan4522;Teruslah berlatih dengan Taktik kreatif, cerdas dan cerdik serta kuat dan kencang ,  asah main  kreatif , tetaplah semangat...!!!;2 minggu yang lalu
@dayahherlambang6570;Mirza ampas bener lu Mirza, banyak peluang di siakan2;2 minggu yang lalu
@agungnugroho132;Tp lemah tendangan nye ye...ape ini semi panenka?;2 minggu yang lalu
@RuslanAbdulgani-u9q;Fisik letoy;2 minggu yang lalu
@RvlFika;Bruno fernandes;2 minggu yang lalu
@vantikurnianingsih5223;"Bismillah.

Indonesia Tim Sepakbola U-17 Juara 1 Di Piaka Asia U-17 Tahun 2025 Aamiin   🤲.

Alhamdulillah.";2 minggu yang lalu
@mumetgawe4791;Sepakbola efektif ala STY.. Mngadopsi Catenacio italia, bikin lawan frustasi, strees.. Cocok untuk Indonesia, abaikan permainan ofensif & cantik, ini bukan LA liga, EPL, Eredivisi,  yg selain hasil juga harus brmain cantik.. Buat apa bermain ofensif cantik dgn seribu peluang tapi kebobolan & kalah..;2 minggu yang lalu
@andryppurbachannel;Pemain timnas junior byk yg berubah mnjadi bule ketika sudah di timnas senior😂;2 minggu yang lalu (diedit)
@dedid7826;"Ga usah bangga 
Finalti aja nggak masuk";2 minggu yang lalu
@susanadudung3911;Banyak yang tidak suka timnas brestasi;2 minggu yang lalu
@rizalpahlevi117;capek cari yang nyinyir dan menghujatnya di mana ya? di-scroll terus ke bawah ga nemu2...;2 minggu yang lalu
