Username,Comment,Time
@FajarRiyadi-h8g,"Kalau boleh ijin saya rangkumkan pertandingan yang sama sama kita lihat: 
1. Timnas Korsel secara individu maupun secara tim, lebih baik daripada timnas 17thn Indonesia. 
2. Walau kalah secara teknis dan fisik, Timnas Indonesia bermain dengan semangat tinggi dan berjuang tanpa lelah. Sehingga Timnas Korsel tidak dapat memanfaat berbagai peluang yang mereka ciptakan.  
3. Dari segala kekurangan dan kelebihan Timnas Indonesia, strategi yang diterapkan oleh Coach & Manager Nova untuk mengandalkan pertahanan dan serangan balik terbukti tepat dan menghasilkan 3 poin. 
 MAJU TERUS....",2 minggu yang lalu (diedit)
@anwarsaifollah378,"smngat dn berjuang terus anak2 muda harapan bangsa ,kalian adalh pahlawan d bidang olah raga ,krna kalian berjuang demi bngsa dan negara indonesia ,,,smangat garuda muda kuu 💪💪💪 ❤❤",2 minggu yang lalu
@bastianabu8222,Lolos walaupun hanya jadi tim penghibur tetalp lebih baik daripda tidak lolos pildun u17.~,2 minggu yang lalu
@slametslamet9971,Wasit perlu ditiru wasit lainnya,2 minggu yang lalu
@DickyLamongan,"Timnas indonesia juara piaLa dunia kelompok umur dan senior
Suatu pencapaian yg tidak bisa belum pernah korea selatan capai",2 minggu yang lalu
@homenlumenta4293,Bah ini sih namanya babak belur😢😢😢,2 minggu yang lalu
@ahmadisiagian6179,"Masih kurang di segi penguasaan bola,keluar dari tekanan,
Untuk bertahan cukup bagus
PR nya penguasaan bola dan penempatan posisi saat rekan pegang bola..",2 minggu yang lalu
@rianto8876,"penyakit kronis pemain depan indonesia local termasuk timnas U17 seperti dlm match ini...IQ nya jongkok..fast thinknya minus ...ketika tinggal man to man dg goalkeeper......seharusnya jadi goal ....dg bodo nya dia ambil lurus., diadu bola ...makanya pemain indonesia susah majunya..
mngkn bisa catatan nova...utk mencari striker yg mempunyai fast think dan , body balance yg tinggi  dan masukkan bangku cadangakan mirza yg sering gagal berebut bola terlalu lowclass berkali2 gagal amankan bola  ..terllau tarkam",2 minggu yang lalu (diedit)
@Balaisholawat,sebenarnya hanya pura2 bodo ni tim indonesia,2 minggu yang lalu
@MamasNgapak,nggak munafik jika dilihat keseluruhan permainan indo vs korsel ini. indonesia masih kalah penguasaan bola. tapi bukan pemain bertahan. jika tak ada finalty bisa dipastikan hanya 0 0 . intinya kemajuan timnas u17 pesat.diatas rata² tim asean,2 minggu yang lalu
@InstanRamen,"Jujur kita main defense, sebener nya cukup beruntung Korea keliatan punya banyak kesempatan bagus buat nyetak gol, kebetulan aja kiper nya ok bgt ini. Ga bisa di pungkiri Korea di sini lebih banyak punya kesempatan nyetak Gol dari pada timnas kita. Tau kita main defense sampai punya chance buat nyetak gol, tapi serangan mereka bener2 bagus, sama kita sih kalau Body terus kita kecil bgt 😭 but lets prove kalau badan kecil tetep bisa menang",2 minggu yang lalu
@user-qg8lh8uu9d,Main GK sebagai tim lebih ke individu...mending ditarik saja/ diganti🇮🇩,2 minggu yang lalu
@RasmaRasma-c5k,"Sepi penonton, nampaknya menang dewi fortuna, jarang dapat bola garuda muda",2 minggu yang lalu (diedit)
@abon5155,❤💪🤩💪❤️🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,2 minggu yang lalu
@JojoCell-v5j,Korea banyak kesempatan cetak goal malah ga berhasil 😅 Indonesia hanya sekali sekali malah bisa goal 1😅,2 minggu yang lalu
@syamsulancu7298,"Jumpa sekali lagi dengan Korlsel, indonesia akan di bikin sate.😂😂",2 minggu yang lalu
@SyahrulAnwar-k8y,Sayang banget mirza peluang emas tidak bisa berbuah goal 😢,2 minggu yang lalu
@beautydancer6508,paling cuan emg di 'alexis17' modal 100k jd 4jt,2 minggu yang lalu
@Sharmaa2646,Sehat selalu semuanya salam dari ;alexis17 gampang jepe,2 minggu yang lalu
@bablukumar-dr4xb,alexis17' bikin maxwin makin gampang,2 minggu yang lalu
@muzzuo7866,Ngelag? Enggak! WD? JALAN TERUS! alexis17 emang top.,2 minggu yang lalu
@gurcharansinghkhosa6438,selamat kemenangannya samasama kita menang seperti main di alexis17.,2 minggu yang lalu
@arifansari-kl1sb,Rezeki dari alexis17-emang gak terduga! Terima kasih ya kwnkwn !,2 minggu yang lalu
@AdityaPyg,u17 spanyol 💀,2 minggu yang lalu
@dinusit441,"Berkah rezeki hari ini berkat alexis17,puji syukur!",2 minggu yang lalu
@Ind559,coba deh sekali alexis17 dijamin makmur wkwk,2 minggu yang lalu
@SujathaBehera,"Berkat  A L E X I S 1 7  saya melesat, dari tukang angkot ke bos minibus. ❤",2 minggu yang lalu
@pritamsinghpinkey6546,"Rezeki setiap hari datang dari Alexis17, makasih atas keberuntungannya!",2 minggu yang lalu
@navitamodi,"Salut bang keren kontennya , salam Jepe DI alexis17",2 minggu yang lalu
@sy_car_lover_4101,alexiss17 tempat paling uhuy!,2 minggu yang lalu
@hsvvsvsvrkbs,g Habis Pikir Sama alex!s17 kek gini nih,2 minggu yang lalu
@Nilesh-ui2ut,"Rezeki hari ini bikin aku makin optimis, cuma di alex!s17",2 minggu yang lalu
@masthanbejawada2601,Emang terbaik emang termantap dan juga terbaik nylot di-alexis17,2 minggu yang lalu
@Amit_official5277,Berkah rezeki hari ini berkat alexis17puji syukur!,2 minggu yang lalu
@pratibapradhan9206,6:27  bang tadi jam segitu menang besar w di alexis17',2 minggu yang lalu
@DilipKumar-oh1qq,Gw paling demen gas di alexis17.. wkwkwkww seru. Harus sering2 sih ini mah,2 minggu yang lalu
@Decor_624,cik rada mikir atuh sateh spam di yt batur euweuh kaera alexis17..,2 minggu yang lalu
@Sg..gaming877,"Fix! Dari awal sampai sekarang,alexis17 tetap nomor satu!",2 minggu yang lalu
@Dhanushindhu,"Terbaik ❤ memang kak , salam alexis17'",2 minggu yang lalu
@Chiranjeeb_DJS,Yang di tunggu tunggu salam Jepe aaaaalexis17,2 minggu yang lalu
@pineshthakur3691,gokilll mantul kali alexis17 makasih info gac0rny kakak,2 minggu yang lalu
@AmanSingh-st8oo,"Gas tu gan alexis17 zeusnya nya galak tu, lagi mau aja tu ngasi gw baru dikasi mekswin",2 minggu yang lalu
@chandruk581,"mantap nih situs alexis17, baru pertama kali main udah dikasih menang aja",2 minggu yang lalu
@arvindsingh-rx2bl,GW pernah sampe meledak nih alexis17 jd 45jt,2 minggu yang lalu
@RahulBhanarkar-d4s,alexis17 ramai nih tmn gw pada maen situ skrg,2 minggu yang lalu
@alll-vm5hv,keren banget alexis17 hampir tidak ada kerungkatan bro rasio kemenangannya tinggi banget gokil,2 minggu yang lalu
@अंतरालकटोय्ले,kalau gamau kalah ya coba itu alexis17 gw real udah jp,2 minggu yang lalu
@ajaybhilawekarajaybhilawek9946,"baru aja gw coba alexis17 semalam , lumayan lah dpt 2jt",2 minggu yang lalu
@KanjibhaiSolanki-rs2xt,Aku udah daftar alexis17 semoga mantap,2 minggu yang lalu
@PritiShebe,Hadehh ini gak di MPL Di yt yt yng laen jg ada nih =alexis17,2 minggu yang lalu
@ashamishra1703,"alexis17,gak pake lama langsung jalan!",2 minggu yang lalu
@tohidsaifi2523,ini masa iya banyak bgt yg menang di alexis17,2 minggu yang lalu
@samarsamyu007,oalahhh gua prnah cog main di 'alexis17 bnran lgsg wd wkwk,2 minggu yang lalu
@Munna143Munna14,Saya depo barusan 3x dan wdnya sudah 7 kali di alexis17,2 minggu yang lalu
@surendrasinghrana9545,blh coba alexis17,2 minggu yang lalu
@prodivyanshuff5799,Sukaaa bangettt sama alexis17..,2 minggu yang lalu
@NOOB_GANG_HAMZAA,gimana carahnya daptar alexis17 kak,2 minggu yang lalu
@ShaanMohsin-w9c,pertama kali awak rasain jp 100juta cuma di alexis17 itu,2 minggu yang lalu
@akashBagdi-jx8sn,"situs terbesar saat ini kebanggan gw , alexis17",2 minggu yang lalu
@Anshu_gaming4GB,"alexis17:juga seru banget, katanya banyak yang beruntung di sana",2 minggu yang lalu
@MonkeyKing90,"ke 3 bang ,salam jepe alexisssss17",2 minggu yang lalu
@Killerhunter-k9q,terimakasih atas kemenangannya alexis17.,2 minggu yang lalu
@dipakmodi402,kalo bukan alexis'17 yg kasih duit siapa lagi,2 minggu yang lalu
@santoshkumarmohanty9134,Lancar lancar bang salam Jepe alexis17'',2 minggu yang lalu
@NRKPost77,Tpi Jujur Gua pernah main di 'alexis17' sih emg gg lgsg wede,2 minggu yang lalu
@jayadevabariha4212,"Berkah rezeki hari ini berkat ⭐alexis17 ,puji syukur!",2 minggu yang lalu
@sunitasarode2631,banyak yg komen alexis17 itu apaan ?,2 minggu yang lalu
@IsmailSafi-ve7ks,"terimakasih selalu upload bg, walaupun masih sibuk🎉alexis17",2 minggu yang lalu
@kardeep2329,"THR dari alexis17' udah di depan mata, tinggal gas!",2 minggu yang lalu
@TriaAzka-jg1if,"Kiper dan tiang gawang, sangat berjasa dalam kemenangan ini.",2 minggu yang lalu
@azizz1215,Permainan seperti iti kok bisa mensngyaaa,2 minggu yang lalu
@aklove.ugaming9820,diberkahi kakek zeus nikmat ampun alexis17 toppppp,2 minggu yang lalu
@ArRahmanAkram,Korsel gk tahu klok wasit nya cina medan,2 minggu yang lalu
@all-timebeat2008,Sukses selalu terimakasih wd besarnya alexis17,2 minggu yang lalu
@deeilpdj,wkwkwkwkwk viral ni situs alexis17,2 minggu yang lalu
@SonuJatav-qy2gw,"sore sore gini lagi nyantai sambil main di alexis17, tambah lagi dikasih mekswin hahaa Mudah mekswin",2 minggu yang lalu
@user-hi5cm1kl9r,saldo awal nya turun dan langsung coba main olimpus dan pakai pola di situs alexis17 nya yg berurutan langsung otw wd besar,2 minggu yang lalu
@pgedtar_1209,"udah paling ciuuaan deh main di alexis17 ga mau pindah ke situs lain lagi,karena ini situs uadah kksih aku menang jadi memang beneran udah nyaman bangetttttttt",2 minggu yang lalu
@SuryaPernang-g2w,kloipun dia menang  hanya rejkinya kop kita lihat segi teknik kau di bawa korya,2 minggu yang lalu
@anshusharma1234-y2w,lumayan menang 700rb di  alexis17  padahal cuman depo 50 doang wkwk. cari aja di google alexis17,2 minggu yang lalu
@ANkumar-s,"modal halus jp paus  alexis17  untung gw di kasi tau sama sodara, kalau gak sih gw masi maen di tempat sedot wc, makasih alexis17 jajannya",2 minggu yang lalu
@aleawidyantoro2020,Kurang kerja keras bagai mana coba pemain timnas di bombardir tapi bisa di tahan.....jgn Lo bilang menang Krn keberuntungan dasar pea loh,2 minggu yang lalu
@ajjubhai8929,provider game terbaik di  alexis17  tidak salah milih webb ini perkalin serinng turun dengan modal receh di kasih wd main di sini terbaik ni webb,2 minggu yang lalu
@Charan-y2h,"𝒄𝒐𝒃𝒂 𝒄𝒂𝒓𝒊  alexis17  Mantap bosku, makasih uda kasih saran main di situs ,, wd ku allhamdulliah selalu lancar main disini",2 minggu yang lalu
@ufigiy2990,"Modal receh hasil lumer, mantap kali  alexis17  sensasi maxwln berulang brooo, baru pertama kali nemu web seqacor ini chek langsung deh webbnya, dp wd paling gesit prosesnya",2 minggu yang lalu
@mohabbatupff710,"Malam ini, nyobain deposit pakai GOPAY dengan modal 50 ribu di alexis17. Gak nyangka, beberapa putaran aja langsung dapat jackpot besar! Udah coba di server VIETNAM, main game Buffalo King, untungnya melimpah. WD sekarang udah 4 juta, rasanya seperti mimpi.",2 minggu yang lalu
@amritagayakwad6671,"paling mantap yang pernah gua cobain, gampang buat dapatin sketernya. Udh gitu tiap dapatin sketer pasti isinya banyak, bagi yang mau tau nama nya nih coba cari di google alexis17✩ dijiamin nagih",2 minggu yang lalu
@Hendi-ye9nl,GX perlu main cantik yang penting menang...jangan kaya Abang ono😂,2 minggu yang lalu
@Kanu57.09,"𝗺𝗮𝗶𝗻 𝘀𝗮𝗷𝗮 𝗱𝗶 alexis17  Jarang2 dapat ling bagus baru kali ini merasakan petir merah si kakek, senang x hati ini hahaha ,",2 minggu yang lalu
@DevVyas-od2yo,aku member baru di alexis17  Udah di kasih maxwin memang gila sih ini situs asli ga salah aku cobaain situs alexis17 bakalan jadi member setia disini,2 minggu yang lalu
@PrashanthArra,Paling bisa kasih orang bahagia s1tus alexis17✩ ini.. padahal pemain baru udah di kasih kemenangan sebanyak ini...,2 minggu yang lalu
@asrafworkbala9778,Ternyata betul bgt yang dibilang teman gue. main di  alexis17 gampang bgt dapetin maxwin. apalagi member baru positif bisa WD,2 minggu yang lalu
@AyanXCubing,"Paling mantap cuman di webb  alexis17 , member baru pasti dimanjain dan di kasih cuan di sana.",2 minggu yang lalu
@laddukumar9079,Iseng cuman coba depo receh di situs alexis17▀ klau seandainya depo agak besar wah nggak kebayang lah memang mantap situs alexis17▀ langsung di gas aja bro rasakan sendiri rasanya dimanjain sama ni BO,2 minggu yang lalu
@MonkeyKing90,seru bang di  alexis17  Alhamdulillah rasa pensaran ku terjawabkan juga setelah mampir disni alexis17 dan jamin bakalan H0k1,2 minggu yang lalu
@pandis7277,"ga usah nyarnin server abal abal dah,gua udah tau harus main di mana cari aja  alexis17  ngab terbaikk situs ini sih teman aku katanya sering wede, aku coba deh, ternyata benar ngab,, lumayan nambah2 isi dompet",2 minggu yang lalu
@andogamingff,"menang nya ga banyak,yang penting ga bikin aku rungkad,naik sikit lama lama menjadi bukit,ini buktinya aku udah menang di alexis17▀,di sambar sama kake zeusss wkkwkw",2 minggu yang lalu
@mohdrehan2671,"gua udah 5tahun main di  alexis17  jangka panjang profit gw disini ratusan juta bro , emang beda sama web abalabal lainnya",2 minggu yang lalu
@meghpradhanfreefire2048,"server2 luar emang lebih royal mesin nya daripada lokal, semalem gw maen di alexis17 menang banyak gua wkkw google sendiri bro",2 minggu yang lalu
@RekhaDevi-cr9dm,aku member baru di alexis17! Udah di kasih maxwin memang gila sih ini situs asli ga salah aku cobaain situs  alexis17 ! bakalan jadi member setia disini,2 minggu yang lalu
@Pokeetric1234,"di ajakin mabar serupa temen bermain di  alexis17  , angkat topi sih baru awal kali bermain disini langsung di kasih kemenangan, server berhasil nih, mantap memiliki broo",2 minggu yang lalu
@mohdrehan2671,"udah beberapa kali gue main di  alexis17  wd meluncur dengan aman, bonus slalu ada.",2 minggu yang lalu
@UjjalDebnath-mk7lh,mantap pula bro bisa jp di  alexis17. -! yang berarti dapat naik aja udah cukup makasih udah kasih kemenangan,2 minggu yang lalu
@ramjasyadav5862,"Coba main disini brooo, member baru auto di manjain sama web nya. nama webnya alexis17., awalnya cuma nyoba eh sekarang jadi nyangkut di nih situs cari aja di google  alexis17.",2 minggu yang lalu
@RajKumar-yy2ko,Perasaan baru x ini deh nemu situs kayak alexis17. gak usah beli spin malah di kasi gratis uda gitu dikasi juga Maxwin emg jos bgt ni  alexis17.! ga ada duanya deh,2 minggu yang lalu
@Perpectcollection,udah gw coba bro tetap lebih bagus main di alexis17. patut dibanggakan banyak profitnya,2 minggu yang lalu
@altamashansari7135,"Tiap hari bingung mau cari cuan di mana dan gk sengaja nemu s1tus alexis17. iseng nyoba main di sana eh di kasih Jepe tipis2 yang penting cuan, dan sampai sekarang masih setia main di alexis17.",2 minggu yang lalu
@Ksvfamily-74,"paling mantap yang pernah gua cobain, gampang buat dapatin sketernya. Udh gitu tiap dapatin sketer pasti isinya banyak, bagi yang mau tau nama nya nih coba cari di google alexis17. dijiamin nagih",2 minggu yang lalu
@AKspineGamers777,"Pantesan aja teman aku pada sibuk ngajakin main di alexis17., memang benaran tokcer bgt main disini, langsung cair malam ini lumayan buat traktir teman2",2 minggu yang lalu
@fmStoryboys,gua pasukan  alexis17.  bro udah setia gw main disini amanah gampang JP,2 minggu yang lalu
@HengkyHengky-kf1qq,Yg tidak mendukung kemenangan u 17 karna TDK bisa berbuat apa 2 kita prihatin sama yg tak suka😅😅😅,2 minggu yang lalu
@gusto3551,Mantap semangat timnas u 17 goodjob,2 minggu yang lalu
@yamgun,Yang diingat bertahun tahun dari hasil pertandingan adalah ....MENANG...dan Pemenang. Titik.,2 minggu yang lalu
@rudiriyadh4247,Indonesia boleh kalah fisik dan  stamina tapi kita punya mental lebih dari korsel. Congratulation Indonesia ❤❤❤🎉🎉🎉,2 minggu yang lalu
@ImambuhariMuslim,"Masya Allah semangat anak muda ,ada yang takbiran juga😍❤️‍🔥",2 minggu yang lalu
@omramly2505,Indonesia harus juara bwrtahan dalam piala dunia,2 minggu yang lalu
@omramly2505,"Timnas indonesia harus kuat dalam pertahankan piala dunia 226,",2 minggu yang lalu
@senudin0156,"Ini awal main grup,JD lebih hati2,buktinya,,,main,ke 2,3...lebih berani...",2 minggu yang lalu
@danigunners9506,"Andai aku jadi pemain bola,, aku sangat suka membuat asis dari dulu ketika main di kmpung",2 minggu yang lalu
@dipamaulana,Dokter sepakbolanya dr korea era sty,2 minggu yang lalu
@setiyadinugroho4886,"Super sekali bisa mengalahkan Korea, kalian sungguh membanggakan, pemain asli Indonesia luar biasa...🎉",2 minggu yang lalu
@yanekakk4007,Algajani banyak blunder,2 minggu yang lalu
@kangdedennasrudin2081,Ga ada bagus2nya beda kelas tp menang 😇😇😇🤣🤣🤣 faktor beruntung..,2 minggu yang lalu
@AnangKocing,Jauh bngt kualitas pernainanya..wlaupun timnas mnang tpinlhat gys prmainanya bjin kcewa di  bkin stebgh lpangn,2 minggu yang lalu
@iks3781,"Menang karena keberuntungan. 😂. Jelas dari Skill, Fisik, mental jauh dengan Korsel. Hanya beruntung itu Indonesia.",2 minggu yang lalu
@famhbs4981,Amazing❤❤❤,2 minggu yang lalu
@RatnohadiHadi,Strategi team kitanbagus...,2 minggu yang lalu
@IrwanSyahputra-o9w,"Semoga IndONEsia akan hadir disetiap saat 
Sukses selalu buat indONEsia 🤲☝️💪",2 minggu yang lalu
@ZeechZeechMirr,"Dengan kondisi postur tubuh kecil, memang pemain timnas harus andalkan kecepatan dan kelincahan, jangan ambil resiko di lini pertahanan dengan bodyball",2 minggu yang lalu
@tanurwijaya7684,Wah!..ini sih menang mujur nih..,2 minggu yang lalu
@Sablonbugisbone,"Hoki itu seperti main lotre, ini sepak bola butuh kerja keras tim... Buktix juara full 9 poin. Semangat garuda muda.",2 minggu yang lalu
@maniq7636,"Buat saya Timnas Indonesia kalah atau menang selama para pemainnya lokal asli indonesia saya sangat bangga
Apalagi menang I LOVE TIMNAS U17",2 minggu yang lalu
@4N4LUAM,"Paling suka gw klo umur 17 yg main,,mau kalah mau menang,,tetap semangat dan mental nya gak turun.",2 minggu yang lalu (diedit)
@Gusmadsenori,indonesia jos gandos,2 minggu yang lalu
@MERINTISUSAHADARINOL,"Walaupun di anggp menang hoki gpp ..
Asal tau aja hoki gk akan datang gt aja jika tdk di barengi usaha ...apa ia indonesia akan menxng jika pmainya gk ada usaha ...apa kh hoki itu akan datang .?",2 minggu yang lalu
@idnas_1763,"Mirza main bodok bodok dribling 1 vs 1 aja gk bisa, suka jatuh jatuh sendiri, nnti nda di kasih main merengut di cadangan di kasih main begitu mainya

Penonton bebas komen, biar mental jadi maki maki2 aja, klo di puji ke enakan malah merasa hebat nnti",2 minggu yang lalu
@idnas_1763,Mirza bodok harusnya gol 2 kosong,2 minggu yang lalu
@jackjone7449,Alhamdulillah.. Menang,2 minggu yang lalu
@RoytitoTitoroyboy,Para ilusioner lanjut sudgesti uforia danlanjutkan uforia.,2 minggu yang lalu
@kumbokarno9526,kalau  tidak ada pemain titipan pasti bagus,2 minggu yang lalu
@WawanSuanda-i1l,Main parkir bus dan hoki itu yg pantas buat timnas u17,2 minggu yang lalu
@WawanSuanda-i1l,Timnas menang karena hoki,2 minggu yang lalu
@super_yono747,Pas dilihat lgi. Menang bukan dari kwalitas Skill tpi berkat Doa Rakyat Indonesia dan Ridho Allah m,2 minggu yang lalu
@RajendraNayak-rf6tr,"A l e x i s 1 7 bikin ketagihan, pengen main terus dan pastinya sering menang!",2 minggu yang lalu
@xvgxjimop1234,"Hasil dari Alexis17,, membuktikan saya bisa beralih dari tukang bangunan jadi pemilik bangunan.",2 minggu yang lalu
@jitendrabhansingh,"Rezeki setiap hari datang dari Alexis17, makasih atas keberuntungannya!",2 minggu yang lalu
@shivanitailor4060,"Rezeki besar nggak kemana, makasih banyak ALEXIS17! ❤",2 minggu yang lalu
@joginderchothri1390,"hasil dari alexis17, selalu membuat saya bangga , saya bisa beralih dari tukang koran jadi bos warung.",2 minggu yang lalu
@yogendradubey8614,gue udah nemu jalan ninja gue: Alexis17❤,2 minggu yang lalu
@pritamsinghpinkey6546,"parah banget! alexis17' bikin candu berat, susah banget buah berhenti soalnya dominan menangnya!",2 minggu yang lalu
@AmitInwati-e5m,Ga sia sia maen diAlexis17 beneran gua wd❤,2 minggu yang lalu
@Amit_official5277,"di a l e x i s 1 7 mendukung transformasi saya, dari tukang buah jadi bos supermarket.❤",2 minggu yang lalu
@brijeshsaroj3487,"berkat a l e x i s 17 saya melesat, dari penjaja gorengan ke pemilik kafe yang berkelas. 🦅",2 minggu yang lalu
@ketutsukrisna3962,Jauh klas korea dg indonesia faktor nasib indonesia bisa menang 1_0,2 minggu yang lalu
@AdipatiMagetan,"Jd ingat kata2 embah kita dulu,,, "" Wong pinter kalah karo wong bejo""!! Silahkn di nilai dr pertandingan ini 😂",2 minggu yang lalu
@husnensyahmedi9827,"Indra Syafri bgus,TPI sllu bermafia lokal,,,selamat untuk timnas u17 nofarrr",2 minggu yang lalu
@rumahborneoindonesia4592,Keren Indonesia.. bikin Korea prustasi dengan pertahanan nya.. hasil akhirnya kita menang 3 poin. Luar biasa.. lulus pildun yg penting bos q.. 🎉🎉🎉❤,2 minggu yang lalu
@DevaRabari-z2c,"Emang terbaik emang termantap dan juga terbaik nylot di ΛLEXIS17,",2 minggu yang lalu
@PawanSingh0.22,"coba di ΛLEXIS17, gak ribet ! salam petir x 500",2 minggu yang lalu
@IsmailSafi-ve7ks,"Gw paling demen gas di ΛLEXIS17, wkwkwkww seru. Harus sering2 sih ini mah",2 minggu yang lalu
@InfoGtoi,Mainan apa si bang ?,2 minggu yang lalu
@VenuGopal-wn6fw,"Hadehh ini gak di MPL Di yt yt yng laen jg ada nih ΛLEXIS17,",2 minggu yang lalu
@sunilsahare7779,"Sukaaa bangettt sama ΛLEXIS17,",2 minggu yang lalu
@nooman_17,"Fix! Dari awal sampai sekarang, ΛLEXIS17, tetap nomor satu!",2 minggu yang lalu
@HamzaAliKhan-ks8xf,"ΛLEXIS17, tempat paling uhuy!",2 minggu yang lalu
@MARCO_PRO_GAMING-15M,"kalo bukan ΛLEXIS17, yg kasih duit siapa lagi",2 minggu yang lalu
@RISHU5K908,"Terus berkembang arhan semangattt!!!!! Salam ΛLEXIS17,! gampang Jepe",2 minggu yang lalu
@Ayush_Gaming_Studio803,"Emang terbaik emang termantap dan juga terbaik nylot di ΛLEXIS17,",2 minggu yang lalu
@Ganesh_24,"ΛLEXIS17, , gak pake lama langsung jalan!",2 minggu yang lalu
@sunitayadav7344,"Sehat selalu semuanya salam dari ΛLEXIS17, gampang jepe",2 minggu yang lalu
@ABHIMAAN5,"Berkah rezeki hari ini berkat ΛLEXIS17,,puji syukur!",2 minggu yang lalu
